;cod;rec_trib_2013;rec_trib_2014;rec_trib_2015;rec_trib_2016;iptu_2013;iptu_2014;iptu_2015;iptu_2016
0;4126652;499380.25;574630.55;544374.27;771501.43;61414.87;65169.32;66055.7;66740.09
1;4206652;807730.3;1852353.45;1247457.04;764897.05;104185.66;112476.07;142046.44;152626.98
2;4310405;992397.24;964820.52;1162547.38;1304637.14;202995.94;224010.42;234797.31;257951.45
3;4322533;1222517.34;848418.11;951570.67;1313064.84;125912.59;129193.77;135182.48;235484.2
4;4318705;97312135.14;108083477.8;108721019.3;131412577.4;25490836.14;30605490.94;28476735.1;37855035.3
5;2200608;240417.58;379313.45;381211.24;271691.79;2349.56;3403.78;3672.03;5141.64
6;4300703;1113514.28;1281984.45;1359818.16;1595253.96;421227.17;498115.72;555832.71;595895.59
7;2903409;3369505.19;;3586517.32;4119074.96;38096.88;;29323.32;16670.2
8;2411007;252755;;232972.58;454874.93;13516.37;;24418.69;27355.13
9;3111804;1984909.57;1228018.96;1858081.13;2148019.32;47178;;49024.43;34805.28
10;4211652;320771.01;987099.28;628571.12;418896.4;25143.49;33722.45;37937.31;51869.87
11;4209508;1305274.25;1300502.09;1435650.81;1554535.95;364096.16;193516.52;174530.41;288545.33
12;2926509;694139.42;522091.81;468352.51;;9247.6;8317.92;9932.69;
13;2202174;190488.78;234259.63;251929.96;131226.38;;;1938.4;665.69
14;4305959;893808.75;1087241.68;992443.05;1317966.44;198911.65;220868.84;245315.18;268819.7
15;4305835;231730.28;276925.39;327855.26;334950.81;52875.66;58396.8;56084.79;62394.47
16;2205516;90484.59;140583.18;76848.04;123893.48;;1655.6;3099.23;7537.28
17;4304671;1452036.5;;1673290.72;2081540.79;190163.92;;426895.85;563915.61
18;4313490;416105.93;543392.91;503197.35;636271.86;53014.76;98774.85;102007.15;120394.48
19;2201606;405202.02;485039.3;491146.73;237383.15;39237.99;71051.52;77927.31;89442.23
20;2928059;374256.66;407743.73;516303.05;635334.11;6209.7;8767.38;34542.34;26870.46
21;4312955;461928.49;410240.13;438877.07;557232.59;37561.86;41584.37;43971.63;48054.6
22;2205599;185899.53;164339.02;134427.35;60193.91;9002.42;3135.34;2032;567.02
23;4322608;20563005.8;29107737.87;28760313.05;23108433.7;5151975.75;10561206.08;12096064.8;6716121.99
24;4301008;5702977.38;5877250.18;8260650.87;7994208.04;1736442.05;1820655.78;1709979.08;1813169.87
25;4306304;651519.52;661934.67;712214.84;859019.51;216657.36;240538.72;263738.12;282856.85
26;4200507;727591.61;981435.33;809190.06;909488.82;88941.29;111482.05;110328.27;122090.15
27;4312153;875117.84;1104050.38;1079728.61;1593954.34;230143.58;438598.69;354494.62;376869.73
28;4305108;320939249.3;347185149.8;367387361.8;407547665.2;66582430.56;74258751.02;82705350.52;107133920.4
29;2201770;173776.1;208745.37;364100.18;122406.91;1480.12;7594.79;100;953.36
30;4207700;1308719.71;1336061.52;1437383.56;1631401.33;148551.5;152287.79;144375.47;164744.82
31;4315453;536672.43;616194.4;455669.26;609060.29;81098.14;90206.65;102911.37;108463
32;4116950;710903.91;970282.62;1068494.08;1275954.72;139629.48;167692.08;172940.3;210284.36
33;4200556;336952.18;477695.67;419458.89;588405.1;50770.9;54923.5;63366.54;75627.55
34;1100122;29087682.76;33650679.97;35432720.89;37711866.75;3162518.59;3582645.13;3663125.44;3833853.67
35;2912905;1012734.1;920163.57;984914.52;1006248.73;48800.52;46645.52;62716.64;50585.46
36;3556107;2637940.14;3090098.84;3193105.57;3566993.95;732817.25;918143.21;1066211.77;1176211.46
37;2202307;802693.89;744299.07;813101.01;631495.69;81440.62;55184.44;48948.71;64061.37
38;3506102;26912899.11;27665431.95;32741325.3;34033118.15;1795467.84;2036172.46;9231331.51;10245649.16
39;3553302;7544256.64;7863471.66;8789039.97;8111698.39;4023013.05;4286327.36;4432939.88;4820961.21
40;4313441;305440.91;340109.34;342609.61;414638.32;61054.57;66298.05;72183.51;81955.08
41;4322525;422350.56;511412.45;680785.29;644521.57;68593.41;63991.97;71323.37;85572.03
42;1505635;659849.78;655907.78;688547.62;659251.03;1238.01;382.86;407.35;4602.91
43;4312054;1327111.32;945893.47;1062460.36;1054630.87;188465.34;219487.55;231598.1;266588.07
44;4310702;481476.4;537657.07;573299.15;599515.77;106872.79;137292.17;149729.73;168771.26
45;4322558;254165.45;273112.25;312276.39;414322.62;53663.39;73823.94;74300.47;83238.98
46;2206050;193039.53;204095.06;181645.13;88131.17;587;323.54;6142.52;6182.56
47;5211909;45577507.81;54589450.75;55514657.87;54878522.28;6152975.09;10940961.92;12517034.93;12608630.5
48;4215687;222119.66;262572.31;319557.94;406961.98;13939.71;20259.58;28472.71;31403.66
49;4303558;487178.13;623000.31;587859.92;637686.06;119365.95;135745.32;150853.32;174425.52
50;2204303;596372.76;692839.97;648304.02;418833.1;2495.37;16202.15;18683.1;21852.9
51;4312674;441211.29;421287.38;447341.82;450040.2;57066.34;63577.41;79131.2;87343.1
52;3142809;4818962.9;4049490.12;4284806.65;4657817.57;491637.13;551663.01;622005.56;707186.64
53;4100459;419999.1;308559.35;342486.6;504724.54;74140.45;76641.19;77260.99;65090.21
54;3139904;962712.42;947356.03;1046459.72;1234902.6;144625.42;153576.01;193416.92;222577.63
55;2211308;1141517.78;1417369.52;1588746.5;770512.87;171556.38;434931.53;278414.79;185082.9
56;4317905;2984409.28;3319890.45;3243940.2;3710511.13;641592.44;696342.57;762651.71;868434.29
57;2209971;232162.08;195154.35;290463.89;111120.17;250;2843.35;6749.52;8935.96
58;4321451;8264619.95;10635770.66;11614519.35;12339977.37;1947022.42;2957319.63;3316818.09;3678731.63
59;2916906;615380.78;613006.15;660891.37;627119.59;20912.57;21879.99;28661.25;36784.66
60;2206753;86074.98;113796.85;129772.19;32144.87;250;1125.76;526.89;821.59
61;2208205;660972.3;479625.79;553850.93;466136.53;10738.41;6906.25;12482.5;27583.87
62;4316907;111594794.4;128854554.9;137203095.9;150081748.8;24086564.3;26391547.91;28506955.12;32973378.79
63;4202578;379360.92;444673.32;483840.97;622596.81;59326.01;76776.98;306638.29;70227.64
64;3543402;557051766;603793669.7;652766282.8;709626879.5;195590865.8;220961386.5;246109604.9;277646010.3
65;4109104;212955.54;254941.53;274428.24;293778.75;24086.63;51856.04;50825.69;68885.05
66;4309902;1338124.27;1472374.57;1489695.09;1845703.97;267820.68;259364.94;312881.89;342400.74
67;4125902;583171.93;507869.12;734092.83;1536795.17;102901.5;93740.64;95523.58;103273.91
68;4314704;1548753.78;1595844.2;1640746.39;2107268.27;712203;698168.02;715935.21;842960.43
69;2210102;89098.67;193058.94;265755.11;177894.58;284.8;811.13;243.48;1247.95
70;4308201;10809817.8;12013961.92;12642711.93;14097560.26;2515842.01;2799723.51;3115382.09;3451138.46
71;3521705;2636342.37;3898742.18;3504475.5;4174824.72;476199.77;497777.76;536904.35;654640.43
72;4215075;648637.59;831235.73;904732.72;989262.13;111177.57;118893.8;139702.46;161074.57
73;2313955;1180220.42;1987674.68;1437523.73;1230818.34;20787.76;60002.64;122504.91;182561.47
74;1301159;1198051.88;1405843.13;1409802.73;1211019.8;;1242.5;329;509.5
75;1301100;2007115.94;1954390.78;1845609.94;;14421.33;26477.48;18900.13;
76;1503457;4009362;4567745.74;4289823.55;;25809.95;19463.4;30451.1;
77;4307005;45807716.32;53870702.21;62988307.49;74818152.24;11311216.09;14923223.22;19430747.29;25958594.53
78;5203500;4108536.81;6187023.82;6910602.46;6865564.91;870691.44;739752.28;1167324.6;780960.41
79;2209302;181704.49;200262.97;195043.64;;;;;
80;4318440;310849.63;397668.52;399576.64;523747.65;29064.43;113324.02;114807.5;132632.83
81;2913200;3355935.44;;4707446.68;5168534.78;238399.9;;530533.3;571375.5
82;5107909;56664022.85;72952829.31;83532707.97;98298399.78;15314829.76;17781201.03;26214112.16;32589223.36
83;5103361;692488.5;;1144819.28;1007115.56;65022.36;;46747.06;47211.13
84;1300300;2868841.34;1593655.59;1858553.11;1166071.92;5136.91;;40;20313.19
85;4128708;1111883.33;1472872.52;1965039.1;1823270.17;101008.72;259113.46;1020227.19;332136.81
86;2506004;1232092.59;2721841.4;3570364.94;3472529.76;40232.44;14653.37;110382.33;275892.78
87;1301506;604703.31;966033.58;401381.43;496109.35;693.9;;;
88;4304697;485994.15;449297.52;494914.12;673732.7;167463.09;184468.51;169698.94;159869.56
89;2208809;574310.99;625117.85;734951.68;494741.14;31255.33;18114.53;19253.89;21375.25
90;2904902;4703032.56;3201097.47;1854346.59;3481815.54;1979482.53;81559.09;370523.5;116486.57
91;3119955;633991.92;767882.56;845473.54;722462.5;82473.17;88597.21;120831.46;120421.69
92;2202703;1160638.33;1377790.85;1253548.56;587815.42;23284.58;16332.4;17038.84;10788.92
93;4315552;251703.16;315739.24;306243.24;416234.98;;31898.95;34856.49;37081.08
94;2209500;152098.22;118360.6;70836.34;328487.3;524.53;56953.71;28051.42;54300.2
95;5101001;736261.58;1052472.21;2247487.97;2754420.06;16799.07;40739.93;53527.78;32654.21
96;1303536;7878304.37;10908824.5;10485121.45;12310571.13;357436.75;411014.28;311244.35;624356.38
97;1302108;701813.87;959485.56;590745.36;524127.14;192.75;413.82;1270.65;1404.82
98;3100500;823317.49;1003849.89;673958.77;776011.18;74815.51;76923.17;61484.56;64000.88
99;4303103;51709029.71;58485906.19;66668627.27;75639500.18;8465385.35;10195246.7;16266018.63;17640106.09
100;2209872;296972.18;363876.74;176979.26;50192.04;4452.68;4525.15;1159.27;2310.32
101;2504405;1007233.28;1054149.46;1171097.41;1351008.19;22522.83;29826.16;14229.11;25198.3
102;5105259;28301039.4;45399711.29;49579503.55;45383633.93;6736944.86;16615574.1;19050495.14;13645242.12
103;3303856;4117775.93;4813339.57;6060003.75;5596661.1;1516871.29;1793097.56;2123922.14;2287499.61
104;4219606;753143.51;832646.29;938611.71;1143941.98;103741.69;127385.82;130017.23;141793.7
105;2606903;433558.61;718881.66;840238.45;1376592.47;62553.8;42832.3;53119.54;34575.53
106;1100049;20731441.41;25348054.12;28794069.52;31419905.4;4065035.56;4724839.54;5280155.34;6419062.21
107;4316758;1394393.83;1685060.73;1839964.46;2205225.29;573151.29;653573.99;729092.14;783257.28
108;1300805;1571514.87;2814698.99;2361230.55;2606898.86;9174.52;10193;7911.81;4975.96
109;4306759;463166.2;518246.84;557185.73;844642.35;104185.02;128237.88;143544.05;157269.68
110;3150505;1247350.71;1934577.13;1432233.36;1717153.16;279966.95;300873.02;382751.83;456408.74
111;3200136;867658.5;954239.83;1147798.29;1196420.32;30191.78;42794.28;48424.26;46363.05
112;4321626;320054.21;325312.93;304185.18;361138.98;72126.26;91053.22;88735.07;101845.62
113;4311601;423889.64;497300.94;577939.6;503849.56;86985.64;108777.65;131026.69;153710.65
114;4323770;906405.08;1029723.77;981619.42;1080925.26;145011.48;151402.64;116592.02;128283.4
115;3109808;645576.87;;707762.87;;11342.26;;13012.88;
116;2203859;147095.32;82812.53;74014.99;94407.04;1943.77;1784.59;313.23;1318.17
117;4215802;28026457.94;31897337.39;33779079.74;37499091.34;8973949.02;9678750.3;10459162.8;11931662
118;3109907;729929.98;772080.07;1125598.44;1148100.13;158774.92;168681.63;207274.53;234718.65
119;4305934;197754.72;231974.63;304513.56;306162.11;16895.21;19435.61;22147.69;25889.59
120;4207502;20999891.66;24606981.05;26975751.74;29677951.99;4924355.64;6104002.68;7025298.02;8114303.41
121;4302154;272677.39;477950.38;343112.04;333741.38;45402.68;48504.72;56265.29;57653.17
122;4125001;1756346.23;2527143.61;2142979.63;2223092.2;550653.58;985173.04;821586.33;756458.76
123;4115309;895018.31;1097352.07;1152482.47;1421266.58;164935.72;195556.13;199868.25;224283.36
124;1200252;1375431.76;1438104.32;1165652.81;1078402.17;292467.64;296082.89;9693.84;
125;5210604;721520.1;879071.88;1072584.18;808883.42;222578.5;215131.02;188761.97;86078.6
126;2510808;12256883;;16713795.09;16234488.4;1070791.52;;1427987.4;1217098.58
127;5208806;9829203.64;10030868.91;13450326.88;14252474.66;2013261.52;1852401.55;2824428.24;3697611.5
128;3122801;115327.41;145178.4;172341.79;213849.06;8746.61;15821.1;13347.5;15079.94
129;4322186;135710.38;148818.57;208500.37;255477.02;9326.58;11674.35;11395.75;12722.16
130;1300086;467344.32;492293.74;1064285.19;873655.51;;;;
131;4315172;286325.77;341238.02;370834.63;426093.4;32762.5;38882.11;41362.75;48976.73
132;2201960;193108.27;333305.59;341116.35;229034.32;7091.5;1963.41;30509.7;32345.75
133;4312757;644466.74;717712.61;797723.6;829618.47;79932.4;98654.92;98921.77;110909.34
134;4210605;3090100.43;4374529.07;4685442.77;5884956.41;883303.24;918292.64;984475.16;1092991.2
135;4311700;584922.44;757930.11;839443.96;497198.8;88412.72;91441.05;107436.45;109942.18
136;3146503;1284359.76;1202639.37;1609692.52;1655566.62;108820.7;104926.57;119939.51;139671.02
137;1501725;2206104.56;2365448.13;;;153594.39;132475.39;;
138;4306007;2475479.49;2770244.86;2965081.16;3444984.46;568257.62;692619.36;726524.96;842882.33
139;4213807;703801.54;;1057173.49;1342907.09;200312.17;;232889.8;251785.15
140;3545159;3013402.62;3784468.21;3838309.91;4204402.42;864447.84;1004348.96;1163346.33;1271145.66
141;1304237;562042.57;780140.49;574408.83;705494.57;1500;4070.88;3000;10635.32
142;4310876;360572.13;300163.15;323935.6;355991.67;14533.53;21031.34;23392.5;23873.74
143;4313011;550685.26;681354.51;762171.85;836702.46;118288.58;139251;152436.31;178181.84
144;3509106;1036521.91;1953524.28;2372195.3;2448442.57;17619.51;21013.98;15857.27;16103.58
145;5106190;1114287.75;1234755.53;1831179.96;950040.17;55714.47;76445.21;75708.79;100441.91
146;2604601;1269190.44;1507231.37;2137306.43;2246899.15;58840.79;94646.12;82647.33;72506
147;4203105;1091847.75;1337582.73;1410632.01;1520530.58;197433.38;253089.13;266945.05;298437.95
148;4214607;1369609.79;1533495.76;1811481.58;2041857.35;381926.12;285008.73;332380.66;400190.14
149;3144672;181860.53;;182246.5;178007.05;9091.08;;6761.72;9533.72
150;4213005;507439.56;614031.58;768940.21;1013094.78;88864.63;53876.83;57169.64;66415.82
151;3159605;8457775.77;10664714.25;10545613.79;10621207.42;2641537.25;2824620.83;3150022.25;3574671.13
152;4301958;501127.45;543076.37;648606.95;745266.04;131260.64;105234.01;132871.84;144495.04
153;2603504;1439645.24;1389954.86;1264181.28;1339931.79;401854.52;353733.13;208542.26;107683.45
154;2608206;675814.08;710091.81;607018.95;575052.32;19274.98;13827.29;14083.55;14756.72
155;2608701;915173.78;1017344.45;891336.42;886468.25;69318.77;54478.48;70762.8;55383.79
156;2616506;633253.82;783900.65;2089693.08;2572212.88;21390.91;24079.65;41381.61;32079.56
157;2304459;1165225.03;1575798.78;2477398.55;2136601.81;94612.5;172380.32;265570.37;156921.48
158;4106803;1732628.77;;2374112.05;2980881.4;225224.22;;260052.41;291754.65
159;4207577;675177.71;692046.74;786311.02;771334.55;92555.95;91553.6;98622.39;103983.6
160;2611606;1191549591;1367398974;1407819596;1467862260;265515013.5;287183092.9;311937857.5;336671320.5
161;5005707;19693231.55;18613351.46;22148731.2;23706845.33;3928317.45;6041538.97;6902065.74;6863555.23
162;2609204;239929.28;539311.19;433370.82;476111.97;267.54;386.24;;
163;4305405;847874.94;752357.13;615076.78;937090.45;213073.07;212619.53;247098.54;271689.93
164;3556958;216987.04;209619.91;221472.73;261983.91;20128.5;20486.35;21540.7;24299.48
165;3151503;8380940.72;9581161.7;10834934.52;12651095.05;1850116.58;2222036.13;2872302.77;2970869.43
166;2307809;1346189.82;1709924.4;1582732.8;1710494.6;102317.31;108730.48;83068.65;43145.75
167;2305902;1606811.94;;1776968.27;2014319.57;34058.1;;81963;95236.75
168;2408102;412340383.5;493180505;561405178.4;542758440.8;68258646.9;85085989.11;118474400.2;104406116.4
169;1302553;943051.14;943302.65;795234.17;747179.63;14911.41;26279.39;34450.18;8502.95
170;4123808;1412226.52;1717472.8;2148376.51;2411285.38;104.54;384522.03;431958.4;503990.1
171;4323309;697017.46;835848.61;852352.95;1249527.92;71919.64;147400.27;166610.04;186517.08
172;3503703;2669159.83;2099969.68;1612689.03;1813493.46;181954.56;226173.81;223478.86;219144.06
173;3108404;1495610.19;2587527.58;2474240.39;;502622.61;1125898.28;614541.51;
174;3159803;10793124.62;13896244.52;12136952.23;10576874.88;418897.84;420554.51;450070.58;503965.96
175;3521903;4286570.33;4659782.15;6354333.66;6640482.46;1792024.78;2020699.91;2331349.27;2636323.28
176;2920106;1140681.23;1237870.79;1200024.04;1308733.06;19923.99;29106.44;32327.59;1308733.06
177;3157252;227451.15;232390.22;248478.89;314048.51;21678.01;32473.98;24247.46;47473.76
178;3539202;3573014.98;4245120.59;5226764.04;7506788.71;782136.31;1089075.98;1018700.05;1126039.87
179;3503109;1849256.93;1878299.03;2855114.48;2615254.51;668963.45;812373.65;1072841.42;1105310.31
180;2304400;1051584879;1260584518;1350459805;1448218894;211496816.5;308833435.7;339444876.9;394985621.7
181;4312005;384013.98;322965.27;318031.77;415592.71;79289.8;85321.98;88212.69;98743.2
182;5003207;53221510.67;57183743.03;55940327.98;53294897.12;5944091.97;5643599.5;6353565.38;7075529.6
183;4316808;50335940.74;56437530.13;65746541.56;77543277.45;14090511.48;15415448.15;20401453.75;29618158.42
184;5104104;3486079.45;4402771.11;4851177.52;6165996.14;374297.39;576210.38;622883.61;1206932.06
185;2210656;156199.82;235165.75;171653.21;271639.38;9007.51;22021.89;24964.09;9364.64
186;4319711;375756.72;359842.06;398548.41;484771.23;77341.2;88145.69;92288.76;112630.15
187;4311791;413683.65;435406.95;489041.06;536959.81;66783.51;68379.5;73091.95;89522.17
188;4213401;1971469.28;2261028.87;2124483.62;2265193.05;277225.27;340289.97;360498.86;405496.68
189;2202406;124975.8;315303.9;184707.7;201903.25;1135;2567.15;3140.88;111
190;3509304;1091265.66;1150747.43;1134140.48;1318469.45;199318.54;223787.22;239580.96;289565.47
191;4315156;920543.85;903829.92;856877.51;990737.21;187778.94;182081.65;198697.91;223942.21
192;4103453;3695288.42;4294146.72;5171332.62;6169625.66;771803;861706.49;907360.52;1115859.99
193;3524006;45976822.36;53326909.82;57964393.62;63076063.26;18200754.58;20744385.96;24349497.34;27111349.36
194;3519402;2982600;4130386.34;4241300.39;3903659.58;1109989;1181582.09;1212531.95;1283928.74
195;4302584;324438.24;395443.55;400373.84;489324.96;22666.8;22705.34;26013.1;28464.09
196;1300680;785217.27;876583.48;711693.95;577450.31;5068.77;5470.5;4443.71;4003.95
197;4304952;486970.08;563437.6;755458.4;924586.57;146195.7;153564.48;163289.12;191410.07
198;5004809;566289.75;603834.66;1454563.21;254657.51;36691.41;92079.17;64504.41;67024.39
199;5203906;704013.7;2002951.1;2402030.78;1769001.92;360506.85;422797.35;515745.21;494666.47
200;2205953;270280.56;1413684.07;3069774.46;1179788.82;6503.84;26746.79;15100;2631.9
201;4202909;42305702.93;48651100.25;52712966.43;57939528.76;12322327.19;13485296.19;15421203.84;17279177.35
202;3136702;305415116.3;342881526.5;370217803.5;404096723.3;95684429;106683902.9;115017701.2;127487563.6
203;1100601;897578.51;1869875.33;919350.05;974100.35;144520.04;61784.43;64631.37;54657.9
204;4312609;1257449.99;1308418.6;1303943.35;1437773.88;361232.59;402535.85;435713.85;453770.83
205;4315503;2426274.68;3131919.83;3793275.21;3832251.76;309864.09;522933.83;767135.24;811392.19
206;3540804;4623684.41;5354334.99;5923782.42;6058331.25;1299095.84;1531927.05;1593659.06;1809482.12
207;3114600;443606.73;406408.4;489142.94;575645.77;24318.23;36102.5;40866.74;40288.52
208;4205605;654056;414841.22;392941.93;465741.22;62954.03;64691.05;72866.37;85298.8
209;3530607;207435999.4;227581191.3;259827067.8;275151747.7;90591816.6;100177610.7;106190307.1;118698284.5
210;4319000;5744375.76;6282042.91;6785487.52;8938723.49;1115627.87;1234937.21;1271659.04;3238176
211;4314753;465827.76;552829.33;626270.8;831510.76;74230.47;153143.66;177878.08;182306.88
212;3543204;742647.13;742253.77;742394.85;850740.68;68840.05;74679.33;100903.77;128638.53
213;4307864;620000.33;744941.92;709398.51;1038850.78;157671.11;192974.34;198447.8;339338.47
214;2312403;56982886.64;101497639.5;118970261.6;97385468.46;276053.26;590071.01;216486.8;271109.73
215;5106216;7157654.65;5775040.26;9965468.69;3273169.65;179893.93;174527.19;175018.34;199945.22
216;2909109;1202933.54;1340109.64;1364506.51;1442745.16;11588.3;45662.59;21243.97;18648.18
217;4209151;541719.54;712492.64;843538.29;884578.55;59525.98;72462.12;79480.99;104022.07
218;3133204;689726.99;673010.1;758425.01;816477.56;140801.53;132785.34;158990.82;159797.51
219;4316105;1497597.89;1785394.13;2053019.49;1076800.14;323256.3;460674.93;473893.23;576796.22
220;3531407;5241996.64;5291629.07;5458430.21;6061408.06;2260305.59;1952520.7;1507506.3;1309383.92
221;4313805;743045.41;878450.61;959564.01;1147344.44;222617.91;237042.87;260622.77;370117.43
222;4308607;16232321.93;19072533.58;20036376.86;20879596.31;2567668.35;2838233.06;3033242.71;3641596.71
223;4304903;3017282.33;3612680.56;3721394.51;4222477.18;776035.01;839492.14;944747.41;1059372.42
224;1703206;258491.72;373878.02;318058;;131752.9;15731.32;18089.31;
225;3557105;37496612.68;39225836.46;42929077.41;46827656.17;17749756.33;19523556.96;22233701.61;25303020.66
226;4321329;387267.1;435784.13;502512.48;433163.85;75827.31;82134.32;101509.65;154029.57
227;2513968;187540.13;215027.06;215928.08;182715.19;7458.39;13233.32;9637.26;9115.47
228;3170701;46872238.27;51157913.39;60788743.57;64076436.86;10120854.16;10690711;18975348.88;19274549.44
229;2513984;152302.08;172683.75;160676.1;187330.61;8867.27;11760.8;6692.53;8248.88
230;2207777;346047.71;285703.88;315240.38;97217.31;;;;
231;2500775;604815.97;581543.54;406650.69;491611.73;58503.82;52060.12;40590.82;19884.77
232;2504504;146861.52;183497.56;170088.23;275740.67;1890.77;;12541.65;6108.82
233;2200459;318970.51;525276.23;386855.22;297237.52;8508.66;9164.61;6500;4134.61
234;2413359;1010324.29;1546346.89;2688287.88;3238253.47;435;1491.91;282.68;0.02
235;1101500;1431228.69;1010399.87;1333475.86;1546151.04;71834.38;103695.02;92100.9;102886.68
236;4205308;1879822.48;2272133.09;2533783.21;2819889.35;376839.93;195340.23;198210.91;226591.64
237;2514206;247820.7;271411.47;307461.78;440694.2;4526.98;14280.86;7220.12;11607.5
238;4302600;301907.8;332379.63;341217.99;407891.61;37934.38;42609.5;57148.08;67888.55
239;4219358;513765.07;598882.41;733435.22;846761.54;85063.9;98906.65;110922.7;127800.84
240;2207603;294816.71;163297.21;686100.28;804394.38;3715.19;13742.74;10559.35;12873.91
241;4312385;1142207.7;1348509.66;1360770.87;1539737.3;157725.01;193569.66;205707.07;224996.48
242;4302253;518195.13;632529.31;652406.59;847210.72;37829.47;39135.08;33381.86;33773.97
243;2503308;220319.22;278411.84;;;15295.23;10658.67;;
244;4103024;309280.18;384502.76;614938.97;464709.66;19450.96;25646.3;25061.82;27878.12
245;3500709;6575046.05;7513964.78;7456760.44;9548622;1391374.47;1243432.04;1324842.69;1423195.23
246;3152501;51706164.46;56913512.21;54191075.91;69420916.92;10376090.5;12009628.21;13146720.61;17155405.8
247;3529005;110165489.1;133177024.4;145305441.8;150163514.1;37775403.18;46004952.82;52066703.48;57312868.91
248;4113007;1553954.61;1666624.53;1508110.09;1536869.4;252872.48;289637.57;317415.3;336257.7
249;4117800;1384818.74;1755286.06;1750535.25;2314854.28;257163.09;284035.37;303210.09;312974.79
250;4319703;510629.08;564929.56;612720.44;684744.67;89630.69;97063.95;110231.23;116416.01
251;4214102;227053.04;;381051.46;352282.34;47254.82;;58843.09;71337.62
252;3145802;346066.77;;344536.94;496511.47;18724.34;;16991.35;23354.06
253;4312104;665564.82;;745359.04;789026.93;183620.61;;213659.36;230122.15
254;2209757;149264.42;127430.67;117998.3;174240.6;908.77;1168.52;1063.9;2056.45
255;2206357;164032.87;182973.18;226689.67;;3794;3683;3906.6;
256;4302501;1632524.3;1582149.72;1970986.6;2391343.91;189771.37;211765.55;265966.45;276779.78
257;3123403;291102.73;336456.73;502758.3;534851.14;6467;;;884.96
258;3141306;427095.07;387370.69;325693.64;514476.84;12527.57;17029.97;15096.72;17112.16
259;4301305;4927862.09;4357283.33;5323529.13;6090375.47;365699.82;485702.38;413290.89;455842.18
260;3528908;319934.62;277420.78;317555.08;298514.04;49564.16;59716.39;102938.08;67392.27
261;3128204;438477.51;;513117.46;607411.45;39550.91;;33965.29;36247.47
262;4215307;1085276.89;1374507.03;1476633.14;1796730.82;306588.03;323871.34;362671.9;413047.13
263;3517505;5191439.77;5286413.45;6745948.26;6420657.5;995867.2;1132252.49;1212880.96;1273927.1
264;3513108;13585906.35;13357406.34;15034763.98;17837778.39;4928734.12;5268878.83;5914122.76;6477504.7
265;4305116;379366.36;457407.58;505818;539994.16;52592.72;62217.46;74699.2;112969.01
266;4120101;893305.38;1117916.24;1187868.26;1327590.01;173738.34;180334.31;188723.12;218284.09
267;4320404;5761090.98;7131915.42;7548391.03;8261485.66;1654198.86;1830842.88;2149946.83;2402854.52
268;2928901;8986253.16;10639451.92;12912954.77;15592922.23;696568.92;988154.17;1087636.45;616868.42
269;3144359;540227.32;627724.82;579130.64;534550.3;45730.76;43472.61;53830.63;19636.16
270;3521408;7151879.98;8599835.76;10357805.54;13379873.9;2463982.9;3581352.66;4150409.18;5185515.68
271;4203154;441704.5;536072.63;608969.88;515808.63;25882.11;28249.07;27329.48;130174.14
272;4307203;404179.48;;483500.53;900608.54;72455.12;;483500.53;109762.05
273;3118601;283001347.7;306581775.7;320990759.5;330684818.6;65680740.08;78823281.98;85282690.74;94557244.18
274;4320230;315955.67;343095.33;509834.97;533233.54;38376.8;69419.06;74278.77;95056.66
275;4207684;719211.42;957796.26;986712.48;1143123.35;48059.42;51210.02;56327.88;64284.42
276;3523602;9991200.43;10767324.42;12646827.4;12262255.07;1414123.68;1941453.99;2476489.31;2771234.77
277;3101805;423850.16;531382.96;698501.92;1105127.96;98792.34;83491.16;211941.79;332396.52
278;4202081;244193.3;266254.42;317059.94;357061.05;8736.01;10652.81;10742.32;8709.84
279;4306379;391658.66;652948.04;604220.1;566005.78;30519.75;34230.38;36395.39;36166.57
280;1508407;4820032.41;;6661609.04;8620800.84;217983.33;;498682.69;535385.12
281;1100056;2998767.02;3982832.1;3923901.27;4261781.16;706128.58;995489.24;1040158.54;1083546.27
282;2923803;1412659.78;1275435.21;1260662.11;;44330.42;20946.03;119851.75;
283;4124400;2164373.21;2699406.33;2977726.86;3714865.35;539657.37;532100.66;605591.36;711845.32
284;2201903;4145767.82;4284549.27;4384727.46;2131616.87;106972.37;112765.73;109118.87;129753.27
285;5102702;8054753.2;;9029571.51;9347064.57;876225.52;;1189076.26;1643959.17
286;4308003;1466417.36;1768161.47;1849214.55;2091202.3;946368.18;1009102.04;1026701.05;1143307.71
287;4108205;856047.56;963988.72;1115213.07;1271139.89;244965.56;274729.33;311059.67;349577.13
288;3504008;37022650.12;42331371.27;48499802.58;26154881.78;15078932.28;16305106.91;20109156.48;19708498.58
289;4103222;641097.13;761245.96;844189.16;1079325.41;105523.12;115622.91;117951.63;153932.47
290;4212304;1147085.44;1276407.13;1320517.53;1757526.86;170348.66;202449.94;222622.08;331335.26
291;2516904;670726.52;;1033935.19;1148005.29;153167.26;;134332.63;122294.31
292;2203503;543564.1;690396.06;840676.1;73155.7;56806.52;69762.92;70713.54;73155.7
293;2202091;276050.64;1094565.62;7039615.02;2743734.84;5790.31;22350;7344.45;2042.28
294;2603926;1415699.98;859683.18;823696.36;1299580.79;24811.64;17435.86;8365.08;34537.26
