;cod;rec_trib_2013;rec_trib_2014;rec_trib_2015;rec_trib_2016;iptu_2013;iptu_2014;iptu_2015;iptu_2016
4845;4102406;5371036.65;6764105.83;8691705.51;13545727.73;449386.32;589370.8;575275.68;594012.78
4846;3154408;252067.21;386857.9;670894.35;499024.91;71179.28;151213.1;51992.32;84612.94
4847;2200400;1062393.76;1520990.88;1469894.61;1234517.41;121002.57;178116.86;164895.77;156068.22
4848;2930808;784623.1;;1183991.73;1183991.73;18848.11;;11893.44;11893.44
4849;2401651;2098151;958510.29;1272232.17;;2000;17837.68;3245;
4850;5200506;253981.38;255387.03;329868.33;270232.01;41881.69;39210.64;36477.29;20972.74
4851;2929909;3158457.3;3707623.05;6176651.19;6379232.22;267515.02;271384.84;298538.27;347792.71
4852;2706505;606463.64;1568462.96;1638221.88;1069446.47;15284.59;27877.79;16620.99;5795.39
4853;4108700;385102.37;572592.45;460900.15;571536.6;62129.41;96699.9;102788.87;110634.43
4854;4306452;649862.11;737206.99;781822.88;994154.26;144379.98;164174.72;186479.13;214936.98
4855;3132404;23514391.25;28540303.1;29838032.57;31783079.84;6159896.63;6642499.91;7425775.01;
4856;2601003;556874.66;;680885.68;;17636.65;;;
4857;5106653;1270721.31;2054757.02;1891779.83;;72232.16;91693.69;91858.74;
4858;4301909;3092164.56;5348566.72;5534269.26;4868112.66;494359.08;724128.95;740830.73;860704.07
4859;2912103;898246.25;1043910.25;712603.87;481366.68;18514.35;51533.87;39722.27;
4860;4104709;2158184.27;2389752.58;1466642.91;2721138.84;277242.79;299542.27;290963.6;317318.61
4861;3500303;8670410.69;10998621.59;;;399145.05;2015002.25;;
4862;4111407;938260.98;1216929.43;1091074.68;1512395.9;195266.71;236423.34;248905.26;354108.79
4863;2916401;6730026.55;7668014.65;7481460.09;;805417.74;908201.33;973387.2;
4864;3516309;21115925.1;23682593.25;27632286.64;30223491.53;7050897.31;8062598.05;8838072.12;10205863.45
4865;3305406;8415508.9;8534157.46;7075829.4;;505278.86;566057.14;659217.26;
4866;2501906;611038.43;714060.2;858882.61;757269.79;;87094.69;76199.52;
4867;2917102;1139439.61;807281.59;1384972.54;1003265.8;35234.5;34849.79;8350.65;48728.5
4868;3122009;1197948.4;1720614.38;1295112.13;1540505.11;711279.8;361425.32;213081.77;289387.94
4869;1303569;2986014.33;922838.35;1346383.83;2585251.88;1771.4;1483.11;13037.09;21146.03
4870;5200209;312627.7;397666.72;288982.84;3464615.6;19911;24128.23;74414.61;3330067.79
4871;3117702;1085052.3;1094576.49;1192037.35;1355566.77;429481.96;413171.2;459348.47;490927.33
4872;3108800;286879.17;334929.4;393637.17;436178.15;9169.69;10506.83;12169.11;9782.5
4873;3201803;408198.44;552341.12;590956.09;;56338.78;64067.49;60085.45;
4874;5208509;764770.14;;;;60873.34;;;
4875;2910859;838770.3;1004190.94;1127108.45;;3356.05;6212.1;970.17;
4876;4126678;1488779.04;;2248187.97;2860920.58;185537.52;;347783.05;383947.5
4877;3304300;23718228.57;27580185.07;26630816.17;;2761768.65;3487884.19;3935482.63;
4878;3116001;250279.66;241156.05;226807.75;244362.69;12680.58;12265.18;11811.78;2795.44
4879;3135456;347882.32;237506.33;268040.06;288978.56;;277.2;37622.78;36253.93
4880;2910107;758790.87;601122.37;464631.5;400000;1918.14;7140;8825;3000
4881;2612208;16669128.67;19605343.93;17394345.53;16251256.59;327791.84;389099.94;438812.41;531209.11
4882;3522109;80792260.61;93355937.39;95883877.94;98877356.51;37764170.43;42379538.22;43923734.9;46317144.01
4883;5207808;1020701.46;;1067989.04;1156521.76;133603.59;;;189069.15
4884;2605707;3119301.37;8012762.38;7921891.73;6588644.11;87486.63;821244.19;92308.93;82256.91
4885;5212907;224290.98;424572.62;314648.51;;25709.53;27120.7;74057.76;
4886;4112603;226629.75;264287.92;223203.99;237225.12;33331.51;;43706.17;43713.6
4887;2204659;600168.27;;948608.03;52739.25;;;;
4888;2112274;108642.25;818426.24;2227117.02;3120961.75;;334.94;877.2;
4889;5211305;5660007.11;;3369683.89;2710393.53;124410.28;;67441.98;54540.76
4890;3550506;1240146.52;1027310.79;1203752.63;1127945.9;187277.16;197746.48;217564.76;253376.15
4891;5101803;16588943.64;;;8306732.93;3295926.35;;;4092535.64
4892;4306353;355159;451635;304405.41;338440.07;49111;63966;57335.29;65736.72
4893;2510709;245595.14;187211.17;209300.24;148988.51;931.84;1213.04;;897
4894;4102703;226011.68;342383.59;330269.3;400809.91;46882.51;38502.59;45527.8;32075.85
4895;2509404;2746420.03;4126037.13;1879366.03;2915636.45;19946.63;22528.74;25783.08;28769.76
4896;3115904;239735.36;262789.7;233086.64;270226.56;46928.93;47836.11;48617.67;53289.83
4897;2919009;413919.34;359023.52;491473.3;821130.74;269.14;82.24;338.92;19179.8
4898;2612604;4696430.57;5365124.12;4650738.83;2211188.94;101066.66;70076.09;95746.92;66240.66
4899;3304151;8152381.79;;6445110.98;8100044.06;656565.36;;763824.09;854900.34
4900;3302601;57757785.69;60414310.01;61031841.83;56573052.45;14710619.82;16116329.2;16477624.29;16650494.81
4901;3165305;528377.22;544118.78;660340.26;750926.89;50138.78;53788.89;157047.87;171059.68
4902;2904308;681531.83;749618.64;867820.47;;653426.83;;;
4903;3302858;32824769.8;35056767.09;32397234.47;33320240.36;9953666.27;11291062.33;10828581.27;12327356.7
4904;2102002;3203668.3;4256886.62;;3475518.03;2903.92;;;
4905;2511905;1279055.73;801292.24;;;778035.36;220892.02;;
4906;3305505;36810800.9;43502122.03;45777806.61;47471090.58;13911343.07;14557616.65;16457783.53;19588555.13
4907;3143708;5742652.58;;;421232.14;219207.95;;;259.85
4908;2910727;24947196.41;;31485981.33;35859472.09;1114427.54;;1531502.02;1873314.57
4909;3138005;361756.9;;427927.45;436760.97;73914.46;;75146.6;67531.13
4910;4115358;1411633.63;1786840.73;1718007.03;2082658.74;275203.65;304061.89;332627.9;386250.28
4911;2932457;349711.8;709119.36;523342.33;724741.36;11582.36;13657.82;17098.4;7517.93
4912;3301702;412273712.3;452703681;497111179.1;468744485.3;53551266.44;;66565004.64;76677279.85
4913;4106407;18935836.3;20812148.82;21114962.83;22223491.6;7502424.38;7782362.95;8314802.51;8825817.21
4914;2704906;112532.69;327711.11;104210.3;266427.12;3435.69;8026.78;12383.13;11193.98
4915;2910750;898132.37;;;;20049.04;;;
4916;3155108;256262.8;263966.89;280846.71;334040.6;5664.67;5308.04;5035.17;4585.25
4917;5104906;703432.43;665308.27;1057137.88;1794206.03;11650.8;6611.53;4232.07;8256.61
4918;4301750;673973.68;780597.51;467915.53;;39618.22;39832.55;39574.45;
4919;2925253;1033266.74;1024188.88;967970.36;;11126.36;53547.2;42391.61;
4920;5003751;2389515.1;2075406.83;2315604.36;3409468.4;643107.17;671589.53;766814.94;775306.56
4921;3170578;273601.29;325647.47;394111.5;371965.56;50797.38;80765.64;84312.71;82168.75
4922;2933174;418897.82;483130.49;424949.12;513002.19;15915.37;23087.85;23819.46;
4923;3168804;2068135.44;2512187.08;3201920.09;3463367.43;422757.48;433594.48;668343.93;466998.74
4924;5106109;1773980.1;2395875.21;1649871.14;;82846.28;106675.45;75702.04;
4925;2101731;142294.37;297165.24;221911.91;;;180;;
4926;4319208;597532.11;546934.34;573740.06;;181759.3;177047.47;202929.32;
4927;2510402;238250.33;196552.03;415663.32;;3234.6;;247694.31;
4928;5206602;571893.26;383019.58;688656.75;846965.45;18332.44;16985.09;25083.42;19866.56
4929;3136652;5082497.63;;7418202.43;7770605.22;1087437.3;;1408991.88;1483550.62
4930;3126604;344592.09;1608519.8;344510.74;301346.43;9974.68;13359.79;13494.28;9137.93
4931;2929370;233959.69;366918.73;300884.76;397292.06;4354.8;2438.12;4719.53;15.27
4932;3127057;469150.67;142897.46;129875.58;;30416.55;461.57;10657.98;
4933;3114402;1983457.08;2234137.24;2543956.6;3176242.2;309082.46;347151.01;357407.28;417623.87
4934;3139409;9915876.4;11940195.9;13469808.61;14104476.76;1103236.77;1406704.18;1873937.9;1610173.83
4935;4128658;935591.19;;1235331.93;924064.89;27529.81;;21407.14;22144.65
4936;2708105;309806.46;477026.02;354125.08;83313.71;;;;
4937;3127008;3104925.61;4438313.38;5571269.48;6266360.78;664898.84;821558.77;877790.16;965659.46
4938;5105309;478444.27;;;;68512.62;;;
4939;3204351;1770598.7;;2524777.79;;187009.47;;212340.53;
4940;5222054;1023848.35;1244677.51;1445799.97;1244279.33;305875.73;260844.68;242974.62;
4941;3549508;646333.07;1147948.95;950752.29;;130727.37;282579.76;153857.33;
4942;3535804;7095767.62;7993289.17;8336627.49;10058574.81;3793981.65;4291832.62;4390114.95;4828801.42
4943;2929008;681250.48;408206.95;414078.94;;41143.81;365749.91;;
4944;3117108;960545.48;1110941.37;1101419.3;1415957.11;157405.15;110698.87;122836.94;153362.25
4945;2608750;996419.65;2613214.83;1870142.35;1419350.76;11657.46;13280.72;4741.48;6480.95
4946;5220264;494242.34;634923.9;857363.36;572641.16;108143.94;51789.4;;107544.14
4947;2914307;593878.79;674054.96;;934773.26;;7729.67;;6211.9
4948;2200509;603824.26;651384.96;545027.38;;68815.84;44517.84;54227.37;
4949;5101258;2950477.97;3140297.61;2705186.84;3111400.14;287899.85;310823.05;328253.92;275880.35
4950;5217609;11352576.01;;;19732609.65;1090795.28;;;5610405.37
4951;3123858;220870.17;348656.05;238469.09;252312.43;61465.26;45055.66;34492.29;32018.03
4952;4103354;1469070.89;1054224.13;1169949.58;1513185.71;163205.09;190041.95;179627.49;204075.59
4953;4128302;243427.44;291763.82;556903.23;341553.76;23187.38;27569.45;27090.7;29274.68
4954;2104677;433106.67;309110.3;331801.94;605450.11;;7174.33;3212.89;
4955;2916609;621054.88;365166.32;402964.62;;13152.48;24131.59;21842.52;
4956;5107156;280115.05;273960.6;287200.73;307252.93;268.87;27103.89;24048.92;33371.23
4957;3539806;137223193.5;194983586.1;214593056;219980742.7;8485685.42;11349348.44;11925154.82;13058489.17
4958;2928950;297290.23;482458.67;387983.03;487474.31;13846.67;14578.55;13318.19;18107.6
4959;3525805;504327.3;660791.39;555304.65;277633.8;99066.5;124722.76;177551.28;161247.53
4960;1715002;589777.11;578394.68;751974.51;907002.77;;16191.85;6314.49;64655.05
4961;2512606;360999.64;177736.94;108617.12;149722.2;;1200;1180;9430.48
4962;3123205;1504324.53;1800831.86;2116994.12;1629422;350434.42;403898.25;439827.74;509745.02
4963;4127106;16565785.95;19601190.23;24298398.57;28641833.76;1957049.38;2595231.44;2709593.81;2867064.91
4964;3128709;12317175.6;14902996.52;17147804.33;18073191.52;3778722.84;4395169.75;5150441.51;5785911.69
4965;3109006;27154209.04;31550930.48;18368760.35;24426211.26;3865356.35;2623554.9;2758449.18;2917154.42
4966;5221403;20322162.23;19176000;26231494.26;27813819.14;1749260.71;3500000;5365215.56;6375352.28
4967;2709004;550140.2;221311.45;221869.75;399638.68;125;1430;150;1050
4968;5104500;1400142.78;1268199.67;615607.96;466350.71;8441.01;5647.82;6113.69;5252.18
4969;1718659;138690.45;76401.52;111633.06;189019.23;1275.68;4851.55;8529.36;13494.32
4970;3525003;41338949.42;44100998.2;47690071.36;54464664.46;11697598.3;13143632.47;19579660.51;
4971;3169109;471602.89;613100.91;547355.42;682507.53;58063.22;56692.41;;85044.45
4972;3542701;1648073.36;2071232.94;1519642.67;1985409.87;97459.49;104108.13;123544.01;128469.21
4973;5004106;1392840.19;1312508.73;1439819.41;1987468.39;223898.82;242254.4;225242.8;269934.92
4974;3304607;1849605.86;1951645.56;1584472.56;1379199.25;207161.51;191537.33;233469.58;345132.02
4975;4101655;348297.61;309513.7;374352;496963.68;33025.87;43246.4;47708.76;60082.09
4976;3133105;2480000.52;2659570.99;2840993.34;3332804.07;446757.66;483569.97;512062.36;569168.28
4977;3509957;1447240.98;1632698.05;1749358.93;1600530.84;80593.07;100203.73;109168.51;120498.87
4978;2704104;787730.73;1057729.07;501801.74;503484.72;103;;3787.54;2268.46
4979;2907004;889197.91;1114470.93;1321743.58;1435863.86;7254.89;8473.28;11691.81;8868.33
4980;2926103;392101.91;335293.16;328513.43;580584;646.09;419.54;;580584
4981;5212303;662728.31;775136.96;770551.26;;83909.62;69045;62064.95;
4982;3169901;18666363.62;20613899.46;24120229.08;25049243.53;6524685.11;7359486.25;8136686.36;8787898.25
4983;1600600;10877424.63;;;;824427.92;;;
4984;2407302;273068.54;358992.44;400553.36;403788.3;19308.89;5645.73;3853;8989.95
4985;2928604;5426094.41;5746903.8;6285129.14;6891201.12;867657.97;983404.67;1000321.93;523955.11
4986;2313708;236350.32;315859.06;355639.67;423837.49;2574.36;7033.67;1035.84;1590.38
4987;2919108;6675491.28;2550183.99;376889.25;143714.38;976786.92;;1087.52;3794.15
4988;3124708;403303.21;452137.84;530168.18;506079.1;38203.33;41089.4;45667.24;40651.58
4989;2414902;53157.85;;9274.89;;5129.55;;138.49;
4990;2915502;958286.69;376780.72;444267.1;444775.83;941614.18;106586.49;41948.18;20818.76
4991;3113404;15997990.77;21076611.79;19528300.25;22795531.32;4177611.47;4599606.43;5288504.89;6468199.84
4992;3301876;10045137.79;13117002.62;;;4325403.23;6057493.06;;
4993;3502754;13994737.31;16533198.3;19130497.1;23234804.68;1379745.26;1633118.13;1353250.49;1415595.48
4994;3300225;4885344.69;5529449.44;5157080.39;5469973.54;761039.87;831735.07;1021534.28;1164062.27
4995;2913002;6675491.28;2550183.99;698359.63;1143933.11;976786.92;;320.84;48667.06
4996;1501758;752053.82;869443.41;;;2636.87;3200.61;;
4997;2903235;618288.38;1580437.62;925158.3;;5117.21;595579.13;14824.56;
4998;3122306;77959507.75;83920755.52;91612320.89;98989636.36;17701202.72;19175398.29;21365768.6;24099566.26
4999;1600709;251089.97;390830.86;;;2183.8;;;
5000;4110706;12131653.81;14908322.75;17345709.61;18689857.71;3340320.63;3701047.25;4277578.27;4781805.35
5001;3539103;6052301.41;6507324.93;4543958.74;4772265.93;1304685.47;1492877.94;1519197.81;1501747.23
5002;4117909;13590169.94;14381632.27;16658257.32;18724735.6;3326058.51;3400648.92;3772414.07;4131905.66
5003;5000807;2446155.29;2408410.69;;;50308.97;70405.42;;
5004;3105400;9691195;14385729;14423264;10333617.7;929275;1070687;1196623;1245381
5005;3304144;29367674.9;36236854.49;36743099.88;34153735.8;2907397.62;2948372.52;3487353.21;3789857.13
5006;2208502;302353.45;310422.9;291172.31;873.74;;106471.24;2591.8;873.74
5007;3161502;622664.11;945521.79;918799.42;1187152.22;114888.46;118876.13;152780.26;173488.69
5008;3129806;32387701.73;32416173.28;27782547.05;33033977.15;11757246.77;11996940.09;12324083.86;14076118.96
5009;1717909;617789.59;585026.51;901469.51;570941.29;17665.45;57446.65;23753.36;7879.67
5010;3537800;8676814.35;9593956.48;10656050.23;11491908.82;4071524.95;4428769;4487208.22;4987306.66
5011;3509700;40227950.56;43713921.39;50014794.77;53592958;23944041.76;27058835.98;31359604.18;33247154.88
5012;2703759;289926.76;510011.79;430288.85;;18446.28;15084.81;21560.2;
5013;2500601;2750774;3163596.73;;;38060.41;55522.5;;
5014;2108009;493140.43;;544130.18;580993.51;1180;;15046.43;
5015;3521804;7978254.17;8921876.16;8897286.91;9115730.75;3808126.4;3915519.37;4009252.58;4228590.36
5016;2504603;6758058.23;6512063.7;6883109.94;7085630.59;3566480.39;2214116.1;1236972.19;1689179.44
5017;2901205;525323.42;673172.43;1405391.8;1644915.01;8640.69;12255.76;27969.59;31155.3
5018;3111606;2879038.02;3184715.92;3414462.89;3458864.7;364453.85;409648.61;454833.71;545231.61
5019;3510500;92159565.86;99394468.21;107437632.3;122388072.2;43668240.98;48704060.53;50528313.04;55812987.81
5020;4101408;34862263.45;41568619.82;47188367.73;50554314.28;7675471.46;10351217.76;11924309.66;12515678.78
5021;1501576;1137828.65;1252345.82;783081.34;;9923.81;140231.75;246082.9;
5022;1400027;369038.77;615640.88;557024.18;1275054.22;;11833.42;;140502.05
5023;5102504;14381890.28;18048380.29;20938421.79;29196520.67;1617307.53;1873438.83;3115060.53;3929815.84
5024;4100202;2927448.19;;5278299.99;3449608.72;33665.4;;30096.69;62645.84
5025;5220702;280741.23;425949.77;;;;11916.97;;
5026;3164431;266877.98;213088.15;234248.04;230352.74;25186.65;22403.47;28287.22;20747.3
5027;1400506;305897.79;563996.26;412500.68;352150.23;;;;
5028;2922730;176469.99;195941.02;243393.64;;;28673.79;;
5029;3301306;15020621.15;16758114.96;16661316.68;15703833.19;1706503.11;1761491.48;1942648.84;2093392.17
5030;2901908;249091.53;509457.44;1481593.87;;31413.57;33696.7;30191.45;
5031;2701308;507790.06;322995.83;326930;342800.05;62331.72;92562.6;40572.89;44334.4
5032;3300902;1065649.16;885170.21;1414086.01;1862231.93;190178.44;142311.58;131270.95;353515.79
5033;1200450;2863491.94;1786377.9;;;147280.99;318712.87;;
5034;3302809;2351473.37;2644152.17;2722169.44;;304899.6;311251.4;330903.91;
5035;3305802;74475905.99;82546781.37;93044402.93;92218122.56;28250752.99;31318054.32;32860268.56;35808308.18
5036;2100105;300944.11;872661.46;343060.34;49763.55;1619.98;3182.27;5618.41;
5037;2704500;4025345.36;6802169.04;7788103.79;;1243133.1;3690807.31;1380131.47;
5038;3129202;573910.35;;494028.7;540178.42;58384.99;;90073.44;82285.4
5039;1508357;100005285.5;;;;;;;
5040;3165701;421850.15;450629.03;489493.05;436083.47;87707.4;79025.02;85687.99;
5041;2929206;65142306.39;62639641.9;51174538.15;47365136.32;2411883.51;2550912.88;4855040.78;5636754.36
5042;3303609;5918650.17;8244464.78;8317885.8;8078894.12;1055912.1;1198660.82;1184641.41;1706089.78
5043;3164506;512933.93;435359.71;405254.9;288329.7;12240.17;5637.16;3859.23;12892.88
5044;5106208;523154.19;642347.71;635944.97;1130541.65;14256.8;151034.91;25469.58;31767.1
5045;1716208;2304063.77;2381627.35;1372860.39;1990156.75;53933.9;52451.8;81056.86;64284.39
5046;3533403;25550182.21;28842053.45;30150944.44;32393241.59;8593278.93;10955278.71;13442254.9;15411254.79
5047;2706208;122927.43;80885.47;40100.2;39757.29;;8101.56;7608.39;7920.75
5048;2902054;4708896.01;6642115.83;7261728.62;508442.45;23385.8;32368.02;43933.24;7713.3
5049;2708501;778137.05;1186058.9;921893.75;834280.33;78615.33;917;4285;104246.24
5050;1100809;2980939.15;7128229.32;4336122.42;2949588.48;91224.42;73553.8;67917.44;74410.59
5051;5204607;588133.2;;;;211234;;;
5052;3101300;568066.98;572343.34;274800.9;428444.11;150745.68;14115.46;15932.58;18746
5053;2402303;2336683.89;2091345.41;2268603.5;2036947.92;101603.02;148751.52;81512.31;71610.77
5054;3557006;68889733.12;61823961.4;70452346.41;71289585.04;18182413.48;22867283.4;25018809.94;29377124.49
5055;2701902;234411.41;259900.79;795908.86;;15125.97;3086.4;5981.33;
5056;2926301;1494533.86;1393080.44;1453276.24;2671945.39;81312.02;88813.84;148126.05;160034.71
5057;2603306;313358.53;;642412.59;323622.18;6764.81;;;6975.84
5058;3106705;179797278.6;196658370.2;190825764.1;179704044.5;29094814.86;34815209.68;34941804.16;36985351.93
5059;4101309;417312.11;549962.76;605186.67;645533.62;26460.78;27834.52;26665.04;14172.06
5060;1502301;1766107.39;2678854.09;;;284150.12;657656.61;;
5061;3138807;2769355.62;4141502.01;3700768.11;4397123.84;484552.55;568369.69;615784.94;685489.58
5062;3164209;511117.04;570764.72;504396.25;431341.11;6290.18;13443.26;14068.32;21230.21
5063;3167004;223364.51;247346.48;385968.26;300404.66;12112.89;8283.12;16057.27;13577.44
5064;3301850;11208001.78;12700426.37;15347256.88;;2197541.27;1920640.35;2186809.75;
5065;2403400;131885.33;176419.6;312831.93;188216.54;5332.95;10895.69;6722.54;6987.74
5066;2506251;209257.58;227628.23;247772.74;301002.77;112.43;989;5056;6599.37
5067;2611309;1245202.29;1727858.67;1903231.55;2397444.23;292525;330508.22;290336.93;367243.11
5068;2916104;3629050.62;4189264.73;4245463.77;5268157.7;780716.95;1604052.94;1660338.54;1747087.12
5069;3128907;711380.23;720253.86;832868.18;878232.23;106573.39;148088.73;144191.45;170814.09
5070;2922656;1185584.33;1050964.18;2379195.93;2586290.68;46013.92;66883.74;84415.3;2493042.86
5071;1708205;1766521.03;1977590.41;1617509.01;4937159.74;193619.28;102106.46;109380.13;424407.28
5072;1505536;177191044.8;160976310.4;148453379.9;129131536.9;801792.44;882292.47;956604.56;1606867.05
5073;3138500;806248.23;1404358.09;523386.53;630322.37;32056.77;32893.78;44916.66;78649.74
5074;1304104;673091.34;1301058.11;942449.05;595285.68;20370;68688.26;71840.21;31344.36
5075;5002001;3340510.03;3425612.44;3394841.63;;106679.03;229159.42;273009.96;
5076;2200103;171032.73;253927.63;250645.84;461929.28;2699.07;5740.22;9208.42;9603.6
5077;4123105;287057.04;531564.34;431509.63;553792.71;68046.92;165848.76;6063.7;121716.02
5078;3158102;256855.8;335005.52;274328.69;283390.69;16675.16;28226.06;57424.3;67367.39
5079;1300029;447298.78;719105.01;490074.4;348595.98;;;5168.58;
5080;3200904;6010504.4;9944291.42;8420694.9;;708727.02;845742.92;;
5081;2918308;363702.26;665778.2;981320.61;;25539.78;26913.4;36797.85;
5082;3124500;1400084.29;1640635.61;1550036.47;1867302.37;109486.38;116274.97;150078.97;162310.94
5083;1707652;925745.08;1200138.02;757526.89;1311376.28;50340.88;29634.56;25232.34;8655.52
5084;4118204;108307349.8;124243034.8;140122758;163800301.4;10652714.29;11195103.48;12915039.64;12776618.07
5085;3517703;5303849.11;6551180.99;6689911.44;2041782.98;885356.7;997745.08;1099856.85;1137825.64
5086;5216452;1585521.26;1637564.99;1375938.43;1750999.35;55579.67;54262.8;41676.45;53759.42
5087;2516755;106813.95;198182.68;;158597.35;5059.59;8040.34;;11375.81
5088;3513405;15810197.58;16433613.02;16179607.29;18051863.75;5475274.34;5620239.44;5567268.22;6292567.77
5089;2513927;182642.88;147973.48;106573.1;149022.13;4945.49;4770.1;1313.45;1263.5
5090;3110004;6286442.71;7470879.23;8833063.97;9685441.68;1240466.6;1322943.21;1396527.36;1551677.51
5091;2919603;748074.08;1154618.01;1002590.78;1236110.17;35167.35;32937.28;38711.45;36765.37
5092;4113106;433794.89;739640.74;798109.64;795369.05;91908.7;254452.78;282027.6;299391.11
5093;3554201;492519.85;501201.22;690239;807595.65;72880.73;77049.24;78922.45;95374.16
5094;2515971;221472.94;290070.94;;;2761.94;1930.34;;
5095;4318200;5005505.7;5086533.93;5499535.13;7158123.56;1184194.56;1351618.09;1452740.26;1474752.01
5096;4125753;521525.44;722840.99;969404.63;828238.94;36903.2;55813.59;100330.54;104556.33
5097;2515807;165190.45;137749.31;158058.31;139327.49;6295;660;7735;745
5098;4313466;220510.37;282551.03;;156819.08;45667.98;53735.3;;61815.4
5099;2400703;11249273.93;6846802.58;;;17987.88;9860.85;;
5100;3520426;19377250.47;20287485.46;22406753.12;24395009.1;16719625.99;16695905.75;17670124.68;18212129.21
5101;2407005;288617.99;399973.62;379268.42;537998.87;12105.1;45459.18;58872.19;58365.14
5102;4123956;223392.92;363197.15;350893.49;220861.24;32908.88;44746.35;48434.39;51836.91
5103;2104602;777270.27;852507.82;568332.97;1093280.32;1360;550;120;1240
5104;3542800;414255.5;302525.87;396306.21;2179805.71;14282.46;17286.78;16636.88;11811
5105;3156403;835972.57;1196440.07;773137.9;;13113.98;14064.39;16533.02;
5106;3201159;849883.62;1076801.54;1242133.33;1319091.53;73390.67;55402.8;10375.72;238239.92
5107;3520202;5838187.6;6495334.84;7299337.19;12073571.59;1537540.81;1800248.69;1857856.83;1986360.53
5108;3203007;2417443.46;3143038;3205540.43;3578202.58;203995.67;178909.41;247033.84;250646.17
5109;3134905;7648913.76;8033152.9;8773560.68;9108000.99;3223130.41;3512761.49;3994573.36;4456563.92
5110;2105476;412313.98;304790.2;633075.58;215316.68;1400;2516.76;3900;4681.15
5111;4111555;778989.01;958827.02;1076013.45;1034443.77;67632.03;81146.08;111093.46;117995.47
5112;3102803;1243422.97;1427238.78;1431865.6;1407719.87;369623.05;361749.2;457479.02;448525.72
5113;3164902;172901.63;226340.67;251415.01;254751.9;56455.78;55322.36;64097.47;71048.76
5114;1703800;302629.82;387880.33;271678.32;285220.3;482.5;5761.31;3523.19;4867.57
5115;2903953;109685.88;304954.92;426458.89;605079.4;11118.45;11397.03;23765.99;7317.66
5116;3201100;700464.34;1021011.95;1208470.11;951396.97;;103214.08;107555.02;115421.05
5117;3505708;839948860.9;896721751.4;984507638.6;1069849717;19181481.4;20970669.21;23360310.39;28656556.33
5118;3146602;169936.41;;181715.39;195016.93;15767.26;;19471.35;22527.98
5119;4118451;847177.16;1347101.21;1371659.22;1705452.11;135715.05;144603.79;150000.6;174750.97
5120;3142205;1660793.19;;1471912.05;1501224.74;188274.25;;327132.58;343143.2
5121;3119005;203699.01;255768.66;379515.16;262769.92;10488.41;11040.56;11307.73;11450.72
5122;2919959;642229.21;792421.92;566943.98;643794.09;304.56;113384.29;63616.7;66405.96
5123;3113206;3754992.97;3587422.15;3551034.66;3972873.73;344525.39;501958.72;647273;762539.94
5124;3116407;518075.75;383864.2;445500.8;464267.59;73614.82;61057.19;118097.5;133152.16
5125;3123601;3749769.52;;3901293.56;4468163.26;795794.46;;979422.2;1076008.26
5126;4125605;16460194.39;16056989.56;16092200.45;16441929.03;2244822.93;2546063.83;2775728.94;3048686.23
5127;3151305;769889.67;912551.12;870774.8;1084000.28;300772.01;509444.04;407359.02;577055.91
5128;4100707;1227211.4;1570774.01;1647104.14;1942349.43;112825.11;139730.91;142579.28;245229.87
5129;4113734;907414.24;1454734.95;1426735.66;2577503.91;81537.91;93230.46;98190.89;103011.41
5130;4106308;5066762.19;5148649.88;6179251.11;6798727.58;1162472.73;624358.74;698798.77;858320.04
5131;3110707;1370190;1204610.65;1181162.97;1492654.32;675268.42;741208.93;683805.84;701921.36
5132;1100106;3456832.03;4800356.64;5633290.34;5844933.81;442406.75;462319.61;424476.68;590325.38
5133;2927804;213260.72;;;;7043.26;;;
5134;3146107;55313083.43;59686351.73;41880165.93;47436361.71;2083887.92;2348602.41;2521965.23;2859645.21
5135;3109600;457792.74;619253.3;506957.87;572482.49;55340.97;47837.25;53718.18;57973.23
5136;3135100;6401187.08;;9303928.24;10284956.89;788461.27;;1107388.13;1468679.49
5137;3119500;321497.59;391991.49;474157.38;995234.33;41881.79;35666.26;45636.85;50196.78
5138;3125101;9533630.41;13821751.43;15927734.74;16833129.97;1138763.37;1464639.84;1703823.19;2076149.21
5139;4322152;470351.49;;524497.28;763091.17;61239.72;69451.82;68411.11;81125.91
5140;2513356;157762.82;128336.8;175337.09;118681.22;3633.5;3184;1739;1441.5
5141;5219803;1067267.25;1423712;1509079.75;1458888.73;;5900;10014.39;6566.87
5142;1301209;51163526.13;41520225.25;32288297.87;4226149.37;53724.79;345361.03;;152557.37
5143;4111001;864861.48;836397.71;979861.81;1190763.78;150233.14;144530.17;138645.4;145745.88
5144;2914000;3198341.61;4862780.81;4432614.2;3984547;13093.34;137576.65;237135.78;208472.96
5145;5208905;3780763.69;3985808.32;4692922.02;4018623.62;827246.98;632564.51;556172.49;537268.57
5146;2205300;242197.68;100193.83;112045.45;;1000;1000;100;
5147;3121209;1156172.33;1407341.08;;1678677.57;128266;156068.74;;200023.19
5148;2506509;102389.59;123441.82;138087.48;224432.99;957;3086.17;1051.1;
5149;3200300;3064175.87;3628056.67;3322365.5;3314934.72;234762.09;250999.18;294262.93;292420.55
5150;2208874;87291.71;322339.82;;;1205;1044;;
5151;1506161;2029230.79;2723409.9;2818615.94;2395544.66;70313.56;70551.43;68661.46;66422.86
5152;4120002;3744296.78;2986145.04;3069522.64;3844738.08;1053470.72;1036879.49;1185692.06;1284001.87
