;region_id;month;gdp_region;fpm;idhm;pop;unemployment;itbi;treasure;iptu
30437;3522109;71;510083000.0;10694054.57;;;;1501237.69;106116663.97;23331852.48
34776;3522109;83;548961000.0;11785663.66;;;;1889753.79;115827681.66;27254644.65
39076;3522109;95;583636000.0;13534513.45;;;;2000076.5;133246684.5;24237406.58
44812;3522109;107;692192000.0;15925579.29;;;;3335127.08;161236931.7;29618861.58
54134;3522109;119;774013000.0;15929602.26;;;;3084225.03;167907774.2;29960114.94
56538;3522109;131;869873000.0;17072513.64;0.745;87057.0;;4656821.28;189871025.09;30544835.31
62411;3522109;143;960415000.0;21048643.06;;;;7538234.19;215689685.39;33963616.16
70063;3522109;155;1099045000.0;21661814.09;;;7.0;8532045.48;246044330.88;39421987.38
75658;3522109;167;1318124000.0;23251259.24;;;7.2;;80792260.61;37764170.43
78334;3522109;179;1434501000.0;26696779.26;;;7.0;;93355937.39;42379538.22
83741;3522109;191;;28352906.51;;;10.6;;95883877.94;43923734.9
90693;3522109;203;;33028497.23;;97439.0;13.5;;98877356.51;46317144.01
95475;3522109;215;;11950296.51;;;;;;
1915;3522208;11;;6423657.17;0.64;129685.0;;443083.0;52570458.0;3280966.0
6835;3522208;23;;7914919.62;;;;446095.0;60205658.0;3986581.0
13596;3522208;35;795906000.0;9730137.32;;;;514637.0;76596310.0;4454461.0
20426;3522208;47;1058258000.0;10094232.93;;;;517310.21;88296170.27;4983731.74
23158;3522208;59;1204651000.0;15207915.69;;;;542088.79;104753362.2;5448129.95
30397;3522208;71;1300786000.0;18862620.52;;;;544948.73;117696632.49;5632758.75
34749;3522208;83;1387933000.0;21713060.13;;;;487465.74;139113768.3;5737315.65
39069;3522208;95;1488513000.0;24621739.12;;;;660407.2;154392145.8;6364624.91
44796;3522208;107;1871858000.0;29000192.08;;;;934425.33;190290477.3;6747070.81
54008;3522208;119;2088164000.0;27903444.21;;;;1126645.7;203359881.22;7310442.63
56515;3522208;131;2366613000.0;29845390.53;0.742;152614.0;;1900796.85;243452337.34;9704022.15
62438;3522208;143;2598926000.0;36159963.08;;;;2103755.46;281083515.89;12066655.16
70053;3522208;155;2635127000.0;36065962.66;;;7.0;1764782.67;298667795.77;13026215.11
75676;3522208;167;2772350000.0;39852366.77;;;7.2;;45607568.06;13969106.8
78285;3522208;179;2943707000.0;44348099.73;;;7.0;;52729268.62;18603276.85
83793;3522208;191;;46887692.54;;;10.6;;54361403.6;19717664.8
90563;3522208;203;;54595012.11;;169103.0;13.5;;55064044.15;21008359.96
95661;3522208;215;;19778349.7;;;;;;
2166;3522505;11;;9212863.64;0.61;162433.0;;331903.89;59615939.22;3116605.91
6888;3522505;23;;10912372.11;;;;382128.55;75676866.28;3504206.5
13593;3522505;35;1062833000.0;13729903.25;;;;376438.85;93353028.37;3956379.43
20456;3522505;47;1327482000.0;14202245.7;;;;350779.42;111305217.36;3915876.87
23160;3522505;59;1577449000.0;15824523.23;;;;469920.94;119477282.4;2950241.16
30408;3522505;71;1802101000.0;19641666.83;;;;331756.08;134780144.5;4560574.74
34778;3522505;83;2012069000.0;21722490.34;;;;510872.34;153422138.1;5271793.51
39116;3522505;95;2049741000.0;24621739.12;;;;1920718.94;194547449.1;9398313.15
45059;3522505;107;2795195000.0;30225236.72;;;;1300536.98;231344104.6;8442692.99
54030;3522505;119;3637072000.0;27903444.21;;;;1201420.93;244621124.48;9534734.89
56551;3522505;131;5220158000.0;29845390.53;0.735;200769.0;;1564027.02;298698493.9;11154073.88
62455;3522505;143;5916312000.0;37663437.49;;;;2549356.0;355758625.0;12020531.87
70082;3522505;155;7088169000.0;37613235.05;;;7.0;2074246.15;419728469.93;13825084.0
75608;3522505;167;7852450000.0;41513170.97;;;7.2;;67414029.42;14184493.57
78253;3522505;179;8867669000.0;44348099.73;;;7.0;;;
83640;3522505;191;;46887692.54;;;10.6;;84668529.32;19556211.74
90843;3522505;203;;54595012.11;;226488.0;13.5;;91126504.06;23707202.14
95624;3522505;215;;19778349.7;;;;;;
1836;3523107;11;;9590725.74;0.5920000000000001;272942.0;;667378.88;72603187.85;7747094.89
6438;3523107;23;;11135192.08;;;;591164.31;78999452.61;6952644.46
13639;3523107;35;1119153000.0;13731100.18;;;;805746.99;102046874.6;8123567.36
20295;3523107;47;1284502000.0;14202643.27;;;;594386.92;121554463.72;8666299.27
23235;3523107;59;1442899000.0;15824523.23;;;;514326.42;137075266.8;9421031.5
30331;3523107;71;1606231000.0;19641666.83;;;;784163.21;155811736.8;11631923.59
34761;3523107;83;1888940000.0;21722490.34;;;;684295.05;186187504.6;13094584.82
39112;3523107;95;2224749000.0;24621739.12;;;;1139863.32;215528518.7;15070609.07
45068;3523107;107;2452457000.0;30225236.72;;;;2726896.54;256357753.8;15713472.69
53966;3523107;119;2735523000.0;27903444.21;;;;1683445.85;268208100.12;17478525.44
56528;3523107;131;3222392000.0;29845390.53;0.7140000000000001;321770.0;;2189755.85;327487301.25;18396134.66
62452;3523107;143;3688565000.0;37663437.49;;;;2807181.48;367411339.65;21131311.31
70311;3523107;155;4071385000.0;37613235.05;;;7.0;5123711.27;416307170.7;23135089.86
75644;3523107;167;4878906000.0;41513170.97;;;7.2;;78625100.57;26271953.11
78228;3523107;179;5742348000.0;44348099.73;;;7.0;;173148089.1;27589898.19
83991;3523107;191;;46887692.54;;;10.6;;90021261.7;29717891.79
90530;3523107;203;;54595012.11;;356774.0;13.5;;102359993.6;32701041.3
96010;3523107;215;;19778349.7;;;;;;
2178;3523404;11;;4912208.54;0.705;81197.0;;506108.26;53766002.64;6338427.74
6464;3523404;23;;5939150.82;;;;524940.61;57525185.54;6370076.5
13625;3523404;35;1479084000.0;7565594.46;;;;681052.08;76996881.61;9519396.98
20292;3523404;47;1646381000.0;7850734.04;;;;873751.35;86249982.28;9873941.48
23228;3523404;59;1860557000.0;8632505.24;;;;743654.3;97096265.17;10340082.33
30358;3523404;71;1951188000.0;10700959.51;;;;880339.96;111554939.45;10659969.32
34707;3523404;83;2048633000.0;12627250.45;;;;938509.41;127798594.9;11731824.09
39131;3523404;95;2350431000.0;14501264.41;;;;1213135.76;139431420.0;12302720.59
45017;3523404;107;2479056000.0;17150623.78;;;;1653280.35;166645419.2;13943491.26
54004;3523404;119;2835761000.0;17067430.98;;;;1817873.97;176974653.14;15471238.79
56635;3523404;131;3394630000.0;18291978.79;0.778;101471.0;;2594040.02;205299827.86;16844605.0
62440;3523404;143;3796003000.0;22552117.59;;;;2780951.48;237317419.66;18405152.5
70289;3523404;155;3921298000.0;24756358.9;;;7.0;4030634.63;255179891.24;21723635.92
75675;3523404;167;4556482000.0;26572867.6;;;7.2;;59304707.14;24725618.84
78234;3523404;179;5147533000.0;28476564.5;;;7.0;;72635629.06;27435611.53
83508;3523404;191;;30243100.17;;;10.6;;82993900.12;32434620.6
90838;3523404;203;;35230396.95;;114912.0;13.5;;84998433.48;34700839.09
95617;3523404;215;;12746982.94;;;;;;
1775;3523909;11;;6801519.31;0.6970000000000001;135091.0;;805068.0;79657399.0;6946264.0
6897;3523909;23;;7914919.62;;;;861659.57;86809353.15;7206314.88
13659;3523909;35;1838684000.0;9731334.27;;;;1104788.0;98875831.0;9089938.0
20291;3523909;47;2146752000.0;10094630.49;;;;1369934.0;113038096.0;10996471.0
23168;3523909;59;2541865000.0;15207915.69;;;;1088760.18;123628736.3;11992874.28
30365;3523909;71;2796739000.0;18862620.52;;;;1085892.46;156119332.82;12622973.86
34755;3523909;83;3262593000.0;20873878.8;;;;2686207.25;189490434.6;15364155.53
39084;3523909;95;3724722000.0;23654988.2;;;;3088888.66;197665808.5;16619834.85
45029;3523909;107;3962866000.0;29000192.08;;;;5056047.86;246512214.7;18822593.15
54005;3523909;119;4731848000.0;26765615.53;;;;5991391.32;276480010.29;24636826.41
56600;3523909;131;4633757000.0;29845390.53;0.773;154147.0;;11481381.44;334344307.93;28378060.48
62428;3523909;143;5603646000.0;36159963.08;;;;8972668.09;390613008.93;33391251.97
70280;3523909;155;6110210000.0;36065962.66;;;7.0;11693346.91;416677741.14;38083056.37
75752;3523909;167;7159752000.0;41513170.97;;;7.2;;131464930.1;41964507.88
78232;3523909;179;7551445000.0;44348099.73;;;7.0;;145611515.2;45107542.29
83564;3523909;191;;46887692.54;;;10.6;;151573296.1;52718806.61
90615;3523909;203;;54595012.11;;168643.0;13.5;;156191363.1;56141192.33
95567;3523909;215;;19778349.7;;;;;;
2177;3524006;11;;2267173.38;0.662;26150.0;;487021.95;16822367.95;2279019.44
6474;3524006;23;;2855204.64;;;;583923.29;25277337.43;3005357.75
13636;3524006;35;596565000.0;3783211.1;;;;483048.34;33101691.41;3491573.93
20310;3524006;47;717940000.0;3925292.33;;;;707141.08;37117500.92;4506476.56
23167;3524006;59;834777000.0;4316252.84;;;;770450.16;41295210.37;4806581.53
30366;3524006;71;815950000.0;5350480.05;;;;1141029.08;47631858.69;5736064.95
34814;3524006;83;947056000.0;6733216.1;;;;969056.06;54455719.74;6666098.86
39143;3524006;95;1241910000.0;7734007.92;;;;1457825.62;63207345.8;7618009.93
45026;3524006;107;1340503000.0;9800356.68;;;;2333089.36;81833508.44;8361415.33
53956;3524006;119;1711660000.0;10240458.75;;;;4089065.77;91118598.36;9556739.73
56627;3524006;131;2304036000.0;10975187.47;0.762;44859.0;;3077329.81;107679908.96;11565526.24
62464;3524006;143;2460666000.0;15034745.16;;;;4427447.16;132295181.1;13807419.19
70281;3524006;155;2772567000.0;15472724.5;;;7.0;5348970.24;158412970.22;15647479.01
75738;3524006;167;3190414000.0;16608042.39;;;7.2;;45976822.36;18200754.58
78244;3524006;179;3545947000.0;19577638.19;;;7.0;;53326909.82;20744385.96
83488;3524006;191;;20792131.49;;;10.6;;57964393.62;24349497.34
90837;3524006;203;;24220898.03;;55596.0;13.5;;63076063.26;27111349.36
95616;3524006;215;;8763550.8;;;;;;
2179;3524402;11;;9590725.74;0.7;191224.0;;1066394.59;157659297.11;6423303.02
6893;3524402;23;;11135192.08;;;;1092131.0;172287300.0;7354448.0
13610;3524402;35;3224944000.0;13731100.18;;;;1590650.11;165780584.29;7962108.25
20306;3524402;47;3759952000.0;14202643.27;;;;1560097.62;172252148.32;11091752.8
23240;3524402;59;4133298000.0;15824523.23;;;;1408848.99;195048356.7;13151488.93
30364;3524402;71;4246453000.0;19641666.83;;;;1525234.86;222893949.58;14589935.45
34754;3524402;83;4776217000.0;21722490.34;;;;1696663.97;240053164.5;15601335.32
39144;3524402;95;5181729000.0;24621739.12;;;;2664869.61;324600974.6;17570854.85
45041;3524402;107;5679406000.0;30225236.72;;;;3242883.28;361486401.2;19368070.8
53804;3524402;119;5941563000.0;27903444.21;;;;4047275.61;360152253.99;21494049.81
56593;3524402;131;6682819000.0;29845390.53;0.777;211214.0;;5465040.17;441006948.18;24171088.21
62379;3524402;143;7323540000.0;37663437.49;;;;5657457.97;509219721.46;25730311.69
70279;3524402;155;7652041000.0;37613235.05;;;7.0;7288679.87;597858893.72;28032571.65
75747;3524402;167;8390721000.0;41513170.97;;;7.2;;100905741.5;30311136.46
78187;3524402;179;9414193000.0;44348099.73;;;7.0;;127690094.7;46438171.54
83483;3524402;191;;46887692.54;;;10.6;;140109444.1;52307123.65
90836;3524402;203;;54595012.11;;228214.0;13.5;;156317872.6;57787948.9
95608;3524402;215;;19778349.7;;;;;;
2038;3524709;11;;2645035.65;0.715;29597.0;;396923.43;30498523.56;918544.45
6597;3524709;23;;3078024.59;;;;495634.77;47341058.84;1036862.47
13632;3524709;35;1439442000.0;3784408.05;;;;791244.18;60715256.41;2090713.09
20301;3524709;47;2135136000.0;4485857.36;;;;517983.0;76952192.0;2121943.0
23252;3524709;59;2533533000.0;4932860.4;;;;549845.55;92168279.59;2386343.9
30334;3524709;71;2691982000.0;6114834.25;;;;618004.53;106256797.98;2609712.07
34742;3524709;83;2493154000.0;6736039.73;;;;808859.73;128835972.5;2989041.92
39108;3524709;95;2767079000.0;7734007.92;;;;956584.58;157373494.6;3226567.73
45091;3524709;107;3096200000.0;9800356.68;;;;1384020.06;197567954.4;3780827.53
53826;3524709;119;3353476000.0;10240458.75;;;;1478544.59;198081413.88;3975216.44
56663;3524709;131;4104913000.0;10975187.47;0.784;44311.0;;2395324.66;209082976.08;4264224.48
62376;3524709;143;4290063000.0;15034745.16;;;;1100936.02;215310261.0;4726302.94
70285;3524709;155;4166854000.0;15472724.5;;;7.0;2895621.04;227627602.57;5190190.43
75770;3524709;167;5784633000.0;16608042.39;;;7.2;;33057575.26;5879385.78
78189;3524709;179;6821447000.0;17797852.88;;;7.0;;45032054.66;8350356.43
83920;3524709;191;;18901937.79;;;10.6;;51945053.23;8973832.07
90409;3524709;203;;24220898.03;;53069.0;13.5;;53780228.21;10269918.27
95811;3524709;215;;8763550.8;;;;;;
2176;3525003;11;;5290070.62;0.667;91807.0;;417348.0;32292845.56;2692529.74
6331;3525003;23;;6372946.46;;;;368403.24;36684087.47;1942243.99
13675;3525003;35;806259000.0;8108248.41;;;;662239.78;52102497.1;2617038.13
20267;3525003;47;967187000.0;8411794.55;;;;599883.07;59508488.35;3587331.05
23239;3525003;59;1095581000.0;9249112.74;;;;669389.0;67513900.0;4118748.07
30377;3525003;71;1204825000.0;12222762.92;;;;960536.4;79953175.29;4850324.04
34611;3525003;83;1267069000.0;13469673.48;;;;926431.88;89456100.14;5288427.81
39074;3525003;95;1529252000.0;15468015.34;;;;1280873.5;115795482.3;4805316.33
45092;3525003;107;1702651000.0;19600712.93;;;;2078752.72;133935036.8;6496528.76
53828;3525003;119;1723745000.0;18205259.63;;;;2993614.47;141785640.64;6168723.22
57022;3525003;131;2049050000.0;19511444.06;0.76;108344.0;;3776166.26;163478060.61;7911728.36
62398;3525003;143;2240429000.0;24055592.08;;;;2985373.15;177410968.82;9156978.89
70301;3525003;155;2414877000.0;24756358.9;;;7.0;3401675.41;197552536.76;9716185.33
75775;3525003;167;2637676000.0;26572867.6;;;7.2;;41338949.42;11697598.3
78256;3525003;179;2941506000.0;30256349.74;;;7.0;;44100998.2;13143632.47
83496;3525003;191;;32133294.0;;;10.6;;47690071.36;19579660.51
90835;3525003;203;;37432296.84;;120177.0;13.5;;54464664.46;
95833;3525003;215;;13543669.38;;;;;;
2124;3525102;11;;2645035.65;0.66;30729.0;;188757.71;19845807.48;271784.33
6672;3525102;23;;3294922.37;;;;218938.16;21075164.81;672891.08
13626;3525102;35;270186000.0;4323840.78;;;;146145.0;26025386.0;782445.0
20235;3525102;47;291201000.0;4486105.14;;;;182683.05;28839174.12;861569.47
23163;3525102;59;279426000.0;4932860.4;;;;353412.0;33274710.0;674220.0
30518;3525102;71;325428000.0;6114834.25;;;;311377.0;40409645.0;732020.0
34595;3525102;83;372405000.0;6736039.73;;;;465983.4;43302670.99;825353.9
39214;3525102;95;396399000.0;7734007.92;;;;510418.92;44987953.78;954902.83
45055;3525102;107;420798000.0;9800356.68;;;;404830.45;56693593.57;1023231.65
53819;3525102;119;507480000.0;9102630.01;;;;528587.94;59051406.15;1358972.72
57021;3525102;131;521471000.0;10975187.47;0.735;37661.0;;762356.6;70909131.55;1500672.05
62399;3525102;143;575475000.0;13531270.68;;;;997023.27;83409606.31;1680032.84
70337;3525102;155;685563000.0;13925452.03;;;7.0;1465510.42;91133234.4;1968174.58
75774;3525102;167;773101000.0;14947238.15;;;7.2;;12108314.51;2180128.73
78262;3525102;179;851497000.0;16018067.62;;;7.0;;12792751.18;2446624.07
83936;3525102;191;;17011743.99;;;10.6;;12246236.39;2879289.62
90247;3525102;203;;19817098.37;;42358.0;13.5;;13753116.16;3194187.88
96003;3525102;215;;7170177.91;;;;;;
2173;3525904;11;;9590725.74;0.7440000000000001;323105.0;;3866021.82;297613940.96;24606551.97
6327;3525904;23;;11135192.08;;;;3606129.01;351750645.86;26724463.94
13977;3525904;35;7130873000.0;13731100.18;;;;6060449.37;390381337.47;29703713.43
20271;3525904;47;8680592000.0;14202643.27;;;;5517808.67;431622051.66;34255679.81
23211;3525904;59;10800016000.0;15824523.23;;;;5087900.88;502611133.8;39366342.89
30719;3525904;71;11906048000.0;19641666.83;;;;6206521.22;571019031.8899999;42483985.25
34857;3525904;83;13381272000.0;21722490.34;;;;8214285.89;642705803.8999999;45330306.62
39115;3525904;95;16611104000.0;24621739.12;;;;13642186.32;746239780.5;47624607.54
45082;3525904;107;18482169000.0;30225236.72;;;;16348244.24;875213063.5;51587892.2
53783;3525904;119;18906355000.0;27903444.21;;;;18499786.52;972362357.46;62159037.39
56606;3525904;131;23155495000.0;29845390.53;0.8220000000000001;370126.0;;33355370.29;1145919283.41;68458075.82
62407;3525904;143;26571865000.0;37663437.49;;;;39807332.07;1223230234.86;73838103.97
70335;3525904;155;30683516000.0;37613235.05;;;7.0;38836078.83;1412126580.61;80623639.16
75722;3525904;167;34448150000.0;41513170.97;;;7.2;;417611586.9;89340653.63
78712;3525904;179;36339235000.0;44348099.73;;;7.0;;466638136.4;98697858.42
83652;3525904;191;;46887692.54;;;10.6;;512883281.2;111229413.1
90821;3525904;203;;54595012.11;;405740.0;13.5;;564072900.6;125654163.2
95610;3525904;215;;19778349.7;;;;;;
2136;3526209;11;;2454572.99;0.583;26459.0;;196835.6;14404934.39;578860.46
6665;3526209;23;;2955023.33;;;;158508.25;14522397.38;714817.73
13874;3526209;35;206202000.0;3783804.75;;;;160025.58;17167982.18;763607.83
20268;3526209;47;211514000.0;3925489.53;;;;;;
23220;3526209;59;263259000.0;4316252.84;;;;145350.08;24110900.46;967777.06
30783;3526209;71;279994000.0;5350480.05;;;;189590.55;27449025.18;1959089.24
34602;3526209;83;264737000.0;5894034.82;;;;189146.12;27508275.82;1509305.6
39325;3526209;95;301221000.0;7733683.91;;;;228646.05;31627845.35;1163170.92
44927;3526209;107;287142000.0;8575312.03;;;;233794.96;37255410.58;1300552.37
53806;3526209;119;267863000.0;7964801.31;;;;207025.76;39765486.34;1397885.69
56605;3526209;131;299824000.0;8536256.98;0.7090000000000001;28737.0;;423241.04;42892054.29;1474933.16
62387;3526209;143;327640000.0;10524321.64;;;;450969.86;48016457.92;1527054.8
70339;3526209;155;353697000.0;10830907.19;;;7.0;447649.36;52390377.43;1613108.09
75731;3526209;167;411200000.0;11625629.77;;;7.2;;7290328.23;1745427.74
78698;3526209;179;422949000.0;12458497.13;;;7.0;;7761796.07;1927647.1
83903;3526209;191;;13231356.53;;;10.6;;8264426.45;2057136.48
90347;3526209;203;;17615198.69;;30837.0;13.5;;11959175.81;2230828.69
96036;3526209;215;;6373491.54;;;;;;
1883;3527306;11;;2267173.38;0.665;23903.0;;233571.45;22949379.17;1452669.58
6844;3527306;23;;2855204.64;;;;183159.41;27366637.26;2002759.9
13986;3527306;35;987833000.0;3783211.1;;;;446144.12;32748736.14;2658184.16
20356;3527306;47;1260005000.0;3925292.33;;;;298541.8;45880297.34;3475946.16
23268;3527306;59;1356749000.0;4316252.84;;;;360085.62;66479075.6;4153866.53
30743;3527306;71;1535773000.0;5350480.05;;;;877960.96;83840310.28;4852742.65
34567;3527306;83;2361214000.0;5894034.82;;;;713446.68;94922344.76;5050081.6
39515;3527306;95;3758913000.0;6767256.99;;;;705265.79;105938258.1;5021100.2
44935;3527306;107;4097041000.0;8575312.03;;;;1215928.63;143486754.6;6007707.0
53904;3527306;119;4197033000.0;9102630.01;;;;1291140.83;183175038.65;6941619.71
56584;3527306;131;6027356000.0;9755722.25;0.777;37125.0;;5557716.21;229669676.46;7827203.75
62394;3527306;143;7033503000.0;12027796.15;;;;2372865.6;250569054.5;8879161.89
70314;3527306;155;7946164000.0;13925452.03;;;7.0;1725975.9;301230125.13;9224590.01
75526;3527306;167;9098688000.0;14947238.15;;;7.2;;48821442.87;10097567.04
78319;3527306;179;9244651000.0;16018067.62;;;7.0;;75458458.7;11227124.77
83615;3527306;191;;17011743.99;;;10.6;;57199379.34;11533842.59
90667;3527306;203;;19817098.37;;44904.0;13.5;;54898642.18;13055564.15
95513;3527306;215;;7966864.41;;;;;;
1991;3528403;11;;3421525.51;0.6579999999999999;39975.0;;139980.63;22399390.77;1314050.46
6700;3528403;23;;4080653.47;;;;178806.5;25850403.43;1284371.54
14003;3528403;35;675489000.0;5123503.58;;;;170741.97;32914579.68;1854621.74
20342;3528403;47;821776000.0;5248857.7;;;;287129.95;38828275.76;2345975.33
23245;3528403;59;993729000.0;5694393.1;;;;290611.52;48177306.68;2401913.53
30541;3528403;71;875324000.0;7638549.66;;;;248951.46;54705989.62;2051925.07
34570;3528403;83;870199000.0;8418339.5;;;;356643.65;58811915.22;2533307.09
39542;3528403;95;969521000.0;9667509.83;;;;423446.58;65853220.52;2807853.71
45070;3528403;107;1152722000.0;11025401.17;;;;461699.31;75320393.8;2894460.68
53824;3528403;119;1159344000.0;10240458.75;;;;640819.83;79124021.51;3150079.52
56590;3528403;131;1171996000.0;10975187.47;0.743;43223.0;;824477.92;86226858.87;3311685.42
62392;3528403;143;1409673000.0;13531270.68;;;;1217160.95;98821165.73;3593364.82
70323;3528403;155;1559833000.0;13925452.03;;;7.0;1860758.25;110773934.93;3832685.28
75548;3528403;167;1501015000.0;14947238.15;;;7.2;;19726197.88;4180890.39
78339;3528403;179;1540245000.0;17797852.88;;;7.0;;21745140.83;4741243.22
83932;3528403;191;;18901937.79;;;10.6;;22473227.96;4982866.15
90373;3528403;203;;22018998.28;;46294.0;13.5;;23577098.9;5285280.67
95922;3528403;215;;7966864.41;;;;;;
2012;3528502;11;;4156484.22;0.682;59875.0;;382442.46;32836693.39;6508823.17
6710;3528502;23;;4836895.55;;;;445139.54;39197536.19;7421120.39
14001;3528502;35;408664000.0;6484335.16;;;;540740.58;43883222.05;7580456.81
20363;3528502;47;464783000.0;6729108.46;;;;772377.19;52014717.23;8519089.08
23085;3528502;59;554993000.0;7399290.29;;;;570740.01;58053129.78;8153378.34
30728;3528502;71;609445000.0;9172251.09;;;;670315.37;66668559.83;8418265.2
34577;3528502;83;651711000.0;10943240.63;;;;665459.98;71353625.03;9134606.66
39713;3528502;95;723429000.0;12567762.6;;;;690790.43;92468976.34;11078438.18
45065;3528502;107;801187000.0;15925579.29;;;;938288.28;99001868.64;12583309.13
53850;3528502;119;948659000.0;14791773.53;;;;1029979.26;109439581.2;13509750.19
56556;3528502;131;1116128000.0;15853048.4;0.7879999999999999;80956.0;;1390402.98;122539921.86;14993300.01
62252;3528502;143;1235284000.0;19545168.65;;;;1456466.46;138509464.54;17084282.57
70315;3528502;155;1297547000.0;21661814.09;;;7.0;1753908.2;158851437.24;18451453.29
75478;3528502;167;1449237000.0;23251259.24;;;7.2;;36853254.25;19597150.71
78328;3528502;179;1500945000.0;24916993.95;;;7.0;;41176575.36;20275046.56
83923;3528502;191;;26462712.78;;;10.6;;43188508.99;21583909.75
90372;3528502;203;;33028497.23;;93981.0;13.5;;47695719.85;23367861.16
96039;3528502;215;;11950296.51;;;;;;
1735;3529401;11;;9590725.74;0.664;363351.0;;1469498.21;159777258.34;17022381.39
6903;3529401;23;;11135192.08;;;;1636001.22;181010367.41;18780174.16
13972;3529401;35;3886495000.0;13731100.18;;;;1948557.72;209306956.41;21107847.29
20325;3529401;47;4633684000.0;14202643.27;;;;1682578.31;255149852.16;26448259.78
23215;3529401;59;5147944000.0;15824523.23;;;;2059762.66;283222814.8;32325662.53
30828;3529401;71;5524969000.0;19641666.83;;;;1936257.74;354874482.27;40690148.11
34647;3529401;83;5962360000.0;21722490.34;;;;1427548.31;378174211.0;35467289.26
39430;3529401;95;6386846000.0;24621739.12;;;;1840240.26;421451675.34;35962812.31
44928;3529401;107;7273015000.0;30225236.72;;;;1495301.1;444239989.8;35213913.77
53851;3529401;119;7939876000.0;27903444.21;;;;2461419.22;504350693.29;40743196.82
56957;3529401;131;9323424000.0;29845390.53;0.7659999999999999;417064.0;;3488725.14;595202104.06;41448154.03
62746;3529401;143;9813108000.0;37663437.49;;;;4546008.09;665081799.05;46176123.0
70272;3529401;155;9295360000.0;37613235.05;;;7.0;5641906.55;733862685.09;49582371.76
75524;3529401;167;10499354000.0;41513170.97;;;7.2;;137599992.4;60724650.33
78700;3529401;179;11329503000.0;44348099.73;;;7.0;;147458520.2;65092534.1
83582;3529401;191;;46887692.54;;;10.6;;164639895.8;67685757.34
90665;3529401;203;;54595012.11;;457696.0;13.5;;184978905.2;77789966.97
95938;3529401;215;;19778349.7;;;;;;
1941;3530300;11;;3778622.06;0.7090000000000001;48306.0;;340166.12;22567002.22;1899410.82
6868;3530300;23;;4397177.76;;;;340917.04;25406451.08;2365944.53
13867;3530300;35;354421000.0;5406297.04;;;;344376.15;30397393.05;2261280.81
20313;3530300;47;408450000.0;5608128.35;;;;495212.94;33636543.56;2829876.17
23241;3530300;59;441310000.0;6782682.77;;;;333661.59;36169998.39;2987639.11
30688;3530300;71;510848000.0;8405574.03;;;;103452.42;40749929.54;3344052.46
34681;3530300;83;560145000.0;9261009.98;;;;485433.02;50312502.02;3677601.07
39547;3530300;95;675130000.0;10634260.78;;;;863390.08;56176919.92;4003522.75
44784;3530300;107;740248000.0;13475490.21;;;;885998.26;71184516.45;4240270.27
53848;3530300;119;797569000.0;12516116.19;;;;1170178.63;73029451.71;4874143.85
57063;3530300;131;977181000.0;13414117.92;0.762;53792.0;;1507529.52;84248461.81;7603809.9
62744;3530300;143;1098015000.0;16538219.67;;;;2058498.68;100769882.86;8278667.21
70218;3530300;155;1254672000.0;17019996.9;;;7.0;2417704.24;105640472.88;10983565.55
75810;3530300;167;1420623000.0;18268846.52;;;7.2;;24268255.79;8760869.74
78214;3530300;179;1543382000.0;19577638.19;;;7.0;;34339882.79;16051809.94
83659;3530300;191;;20792131.49;;;10.6;;37879069.33;19609021.64
90736;3530300;203;;24220898.03;;58314.0;13.5;;35431467.35;15030583.74
95526;3530300;215;;8763550.8;;;;;;
1837;3530607;11;;9590725.74;0.701;330022.0;;3047164.0;169136506.0;28622584.0
6547;3530607;23;;11135192.08;;;;3921346.38;176327282.44;28016096.69
13941;3530607;35;3500158000.0;13731100.18;;;;5284400.0;201655235.0;38598907.0
20335;3530607;47;3932913000.0;14202643.27;;;;5047523.0;219822352.0;41427754.0
23244;3530607;59;4472689000.0;15824523.23;;;;5299939.0;244677720.0;42159517.0
30556;3530607;71;4643487000.0;19641666.83;;;;4065749.0;320327550.86;45347133.45
34661;3530607;83;4959921000.0;21722490.34;;;;4660530.0;333544909.5;50248628.0
39546;3530607;95;5991176000.0;24621739.12;;;;8716333.0;428503819.0;54109194.0
44787;3530607;107;7236798000.0;30225236.72;;;;7830106.0;489921727.0;57898699.0
53865;3530607;119;7848028000.0;27903444.21;;;;8134789.0;542116713.0;60375370.0
57138;3530607;131;9389909000.0;29845390.53;0.7829999999999999;387779.0;;10835193.33;607948193.72;66755935.71
62747;3530607;143;10166359000.0;37663437.49;;;;15814611.0;777889377.0;73831970.0
70208;3530607;155;11146730000.0;37613235.05;;;7.0;16165193.0;890777543.0;83140809.0
75618;3530607;167;12869867000.0;41513170.97;;;7.2;;207435999.4;90591816.6
78195;3530607;179;13367335000.0;44348099.73;;;7.0;;227581191.3;100177610.7
84009;3530607;191;;46887692.54;;;10.6;;259827067.8;106190307.1
90517;3530607;203;;54595012.11;;429321.0;13.5;;275151747.7;118698284.5
95493;3530607;215;;19778349.7;;;;;;
1938;3531100;11;;2645035.65;0.64;34148.0;;704584.13;35266357.97;15370993.42
6871;3531100;23;;3517742.29;;;;750639.35;36381219.95;13357639.47
13999;3531100;35;179569000.0;4323840.78;;;;964383.06;44403430.48;16829864.12
20328;3531100;47;190654000.0;5046272.6;;;;1036829.62;47658947.01;17088695.95
23223;3531100;59;200858000.0;5549467.89;;;;902227.59;51136042.32;17347940.65
