;region_id;month;gdp_region;fpm;idhm;pop;unemployment;itbi;treasure;iptu
48669;2910800;107;5325357000.0;43630243.3;;;;3135835.3;428814145.5;9722768.61
52427;2910800;119;6490855000.0;40153254.89;;;;4692410.86;459229902.65;9997795.55
55911;2910800;131;7179906000.0;42900329.16;0.7120000000000001;556642.0;;5195051.06;506279389.86;12286055.9
65219;2910800;143;8269484000.0;54639530.96;;;;7909742.9;580997992.72;13465481.33
68477;2910800;155;9148602000.0;53967946.57;;;10.6;9034246.56;658274865.59;15125161.83
73265;2910800;167;10949907000.0;57875095.72;;;11.7;;146446558.9;21263733.2
82153;2910800;179;11733553000.0;61227561.76;;;12.5;;188220418.9;45197566.81
88228;2910800;191;;67188014.6;;;14.6;;202272741.8;48900681.31
89450;2910800;203;;12955845.78;;622639.0;19.1;;218538116.8;54668176.67
4788;2913606;11;;14024087.05;0.521;222127.0;;292134.0;61357605.0;1118774.0
7461;2913606;23;;16153894.45;;;;287000.0;73981000.0;2240000.0
12492;2913606;35;1112279000.0;20146152.7;;;;447711.0;93211037.0;1106530.0
17871;2913606;47;1234077000.0;20972856.52;;;;685006.0;97258019.0;1085561.0
22284;2913606;59;1478602000.0;22391787.37;;;;502928.59;112818785.7;1571578.63
32458;2913606;71;1687038000.0;26902740.63;;;;548195.77;127091440.4;1601504.79
33739;2913606;83;1773151000.0;29990452.98;;;;1005600.68;142147399.4;1958684.79
40223;2913606;95;1820907000.0;33859511.56;;;;3238538.97;149700262.8;3130571.07
48963;2913606;107;1838045000.0;43630243.3;;;;4256717.82;186589764.37;3965824.41
52435;2913606;119;2067456000.0;40153254.89;;;;1458770.03;178654708.32;3053101.05
55983;2913606;131;2567197000.0;42900329.16;0.69;184236.0;;1647607.77;206861297.72;3002519.79
65148;2913606;143;2631806000.0;54639530.96;;;;;;
68743;2913606;155;2891095000.0;53967946.57;;;10.6;2271556.57;250091016.86;3507778.41
73284;2913606;167;3219405000.0;57875095.72;;;11.7;;37417791.69;3848067.78
82279;2913606;179;3513498000.0;61227561.76;;;12.5;;40574522.33;5530480.01
88181;2913606;191;;67188014.6;;;14.6;;63003455.9;9755230.64
89521;2913606;203;;12955845.78;;178210.0;19.1;;73472895.28;13540069.67
5092;2914802;11;;14024087.05;0.581;196587.0;;300781.0;56066039.0;563088.0
7499;2914802;23;;16153894.34;;;;317334.0;76485347.0;978711.0
12351;2914802;35;972881000.0;20146152.79;;;;417151.94;97674323.57;1091019.24
17847;2914802;47;1110976000.0;20972856.71;;;;437162.0;113096659.0;1269177.0
22344;2914802;59;1195390000.0;22391787.37;;;;502427.64;147611561.9;1538738.36
32555;2914802;71;1376565000.0;26902740.63;;;;622130.58;161251523.3;1502461.36
33699;2914802;83;1460306000.0;29990452.98;;;;981418.16;185449533.4;1444200.31
40220;2914802;95;1668131000.0;33859511.56;;;;906787.47;199340380.5;2009033.88
48934;2914802;107;1876065000.0;43630243.3;;;;1085603.55;231329456.36;2435894.47
52414;2914802;119;2107633000.0;40153254.89;;;;1197211.02;172466465.2;2957102.97
55605;2914802;131;2444702000.0;42900329.16;0.7120000000000001;204667.0;;1331258.71;200669323.5;3389872.38
65151;2914802;143;2735310000.0;54639530.96;;;;2691954.81;264569554.39;3672971.5
68746;2914802;155;2990607000.0;53967946.57;;;10.6;3044992.48;273085038.56;4503172.32
73317;2914802;167;3450138000.0;57875095.72;;;11.7;;31466104.64;5125882.56
82278;2914802;179;3667701000.0;61227561.76;;;12.5;;35300805.39;5705400.29
88295;2914802;191;;67188014.6;;;14.6;;38852765.99;7362645.32
89586;2914802;203;;12955845.78;;220386.0;19.1;;50107869.37;8354940.02
5015;2916104;11;;2377092.95;0.522;18945.0;;40651.0;6624828.0;281024.0
7430;2916104;23;;2739415.63;;;;11443.0;7215373.0;317338.0
12323;2916104;35;117957000.0;3417190.62;;;;15577.78;8581411.58;342456.52
17899;2916104;47;68688000.0;3604109.19;;;;33264.46;9272787.02;354236.22
22336;2916104;59;65742000.0;4023420.43;;;;35290.08;13353384.67;352017.82
32518;2916104;71;82408000.0;5079948.56;;;;176165.96;14937888.44;374115.31
33810;2916104;83;92614000.0;5647358.14;;;;71802.62;17142345.0;495976.78
40023;2916104;95;95467000.0;6532674.59;;;;84687.24;19148252.52;388363.68
48979;2916104;107;104116000.0;7937162.41;;;;66635.92;23190644.03;423721.7
52388;2916104;119;126732000.0;7413794.32;;;;65356.37;22643925.06;467079.7
55647;2916104;131;127574000.0;7959622.18;0.67;20725.0;;83881.19;26230055.82;570484.15
65200;2916104;143;143074000.0;9882761.76;;;;83881.19;26230055.82;570484.15
68725;2916104;155;161402000.0;10189376.7;;;10.6;81450.65;32974052.61;729925.65
73235;2916104;167;183559000.0;10961919.43;;;11.7;;3629050.62;780716.95
82231;2916104;179;193688000.0;11616421.97;;;12.5;;4189264.73;1604052.94
88235;2916104;191;;12370275.64;;;14.6;;4245463.77;1660338.54
89739;2916104;203;;2388466.5;;22744.0;19.1;;5268157.7;1747087.12
5055;2918407;11;;14024087.05;0.531;174558.0;;160878.62;44422563.63;157220.88
7230;2918407;23;;16153894.34;;;;151390.25;56487245.29;202778.11
12310;2918407;35;761450000.0;20146152.79;;;;129683.97;82888172.44;230502.02
17891;2918407;47;755019000.0;20972856.71;;;;257084.67;87537355.19;322966.36
22424;2918407;59;841762000.0;22391787.37;;;;197374.39;123703843.0;271055.29
32686;2918407;71;928603000.0;26902740.63;;;;;;
33720;2918407;83;1019354000.0;29990452.98;;;;406884.17;144007495.4;610443.23
40097;2918407;95;1150965000.0;33859511.56;;;;385550.21;156442871.7;688204.64
48807;2918407;107;1268285000.0;43630243.3;;;;748728.82;204644225.7;590146.4
52288;2918407;119;1587876000.0;40153254.89;;;;903218.44;220192925.97;803200.11
55771;2918407;131;1799721000.0;42900329.16;0.677;197965.0;;1341357.86;275500109.5;1061851.97
64833;2918407;143;1889294000.0;54639530.96;;;;1475794.35;325098547.89;986633.53
68766;2918407;155;2148674000.0;53967946.57;;;10.6;1586919.21;359150551.19;1048778.33
73205;2918407;167;2623338000.0;57875095.72;;;11.7;;30555617.9;1457480.09
82263;2918407;179;3013288000.0;61227561.76;;;12.5;;36717502.05;1631697.85
88250;2918407;191;;67188014.6;;;14.6;;42007312.35;2098936.17
89746;2918407;203;;12955845.78;;220253.0;19.1;;42679488.77;2478308.57
5062;2919207;11;;6338913.56;0.616;113543.0;;1285823.89;50335911.75;3060444.83
7199;2919207;23;;7305107.36;;;;1160132.01;53754608.32;2990529.17
12331;2919207;35;956125000.0;9678714.41;;;;1742564.52;66347829.95;4608092.45
17704;2919207;47;1056227000.0;10210971.54;;;;1482415.53;74017739.07;4568099.82
22183;2919207;59;1277996000.0;11399690.35;;;;1835619.85;88174920.64;5200263.58
32754;2919207;71;1727298000.0;15232375.2;;;;1896772.72;106640178.88;5797738.59
33762;2919207;83;1904358000.0;16939474.68;;;;2612885.71;119790765.91;5845027.81
40074;2919207;95;2176576000.0;32766075.45;;;;3588440.28;165497864.3;6550160.21
48898;2919207;107;2516139000.0;42307382.96;;;;5027804.51;205983703.5;8051631.85
52243;2919207;119;2997790000.0;38917622.63;;;;5432693.34;221326550.27;9187626.5
55683;2919207;131;3652178000.0;42900329.16;0.754;163449.0;;7645987.88;268846286.14;9684938.3
64919;2919207;143;4210826000.0;54639530.96;;;;11298035.13;321588356.51;11127888.85
68769;2919207;155;4578168000.0;53967946.57;;;10.6;12409815.13;344222185.84;13206538.21
73270;2919207;167;5351015000.0;57875095.72;;;11.7;;92988799.32;14725314.04
82115;2919207;179;5915319000.0;61227561.76;;;12.5;;117761557.1;21536193.44
88277;2919207;191;;67188014.6;;;14.6;;122408984.7;23805513.18
89778;2919207;203;;12955845.78;;194641.0;19.1;;133805669.2;26579325.96
5009;2919926;11;;1701969.76;0.565;12036.0;;4852.64;25795787.69;822499.8
7212;2919926;23;;1994125.91;;;;12017.78;26774716.62;761992.32
12519;2919926;35;142430000.0;2463364.97;;;;2199.11;43598100.83;806044.84
17811;2919926;47;155346000.0;2503336.01;;;;2495.81;61105921.93;899074.08
22210;2919926;59;198931000.0;2694336.38;;;;10189.65;73538527.22;941079.44
32670;2919926;71;266962000.0;3277428.69;;;;13200.14;83226492.95;947489.13
33735;2919926;83;239301000.0;4703224.45;;;;11999.81;95531173.76;1034729.92
40062;2919926;95;251481000.0;5443895.52;;;;19081.0;104644106.9;1087120.37
48879;2919926;107;314840000.0;6614302.11;;;;27379.29;127410039.2;1137203.68
52351;2919926;119;305135000.0;6178161.92;;;;22842.36;94189635.8;1300219.85
55695;2919926;131;347394000.0;6633018.5;0.708;17376.0;;6236.09;119547085.52;1362474.34
64951;2919926;143;361412000.0;9882761.76;;;;17589.45;139126324.36;1455032.53
68648;2919926;155;330395000.0;10189376.7;;;10.6;29779.39;143494008.61;1536345.19
73256;2919926;167;406357000.0;10961919.43;;;11.7;;17270594.54;2118163.0
82209;2919926;179;413502000.0;11616421.97;;;12.5;;16363876.11;2240800.79
88257;2919926;191;;12370275.64;;;14.6;;16675134.77;2384990.68
89773;2919926;203;;2388466.5;;20689.0;19.1;;17831204.37;2682335.76
5079;2921005;11;;3403938.88;0.506;32568.0;;78032.12;13899775.53;605844.88
7215;2921005;23;;3988251.26;;;;181656.16;15617355.94;626136.95
12340;2921005;35;396381000.0;4926729.21;;;;234445.14;20161049.62;767821.37
17795;2921005;47;270947000.0;5006671.29;;;;640679.53;24585489.84;1516266.95
22236;2921005;59;316693000.0;5388672.22;;;;1098481.04;28334468.35;406154.88
32623;2921005;71;493520000.0;6554856.57;;;;992967.15;37408277.5;2156217.09
33866;2921005;83;462022000.0;7052053.19;;;;4567388.04;52649222.01;5515511.89
40095;2921005;95;502157000.0;7882341.41;;;;4546680.43;59647540.49;8461128.02
48892;2921005;107;522294000.0;10582883.05;;;;4411495.81;69586542.03;8503117.99
52557;2921005;119;587560000.0;11120691.19;;;;2668537.63;73249326.59;10182855.21
55701;2921005;131;613777000.0;11939433.03;0.6679999999999999;40183.0;;1848161.14;83906629.67;9087351.91
64908;2921005;143;797908000.0;14824142.48;;;;3485008.09;101093236.99;9028579.13
68606;2921005;155;877625000.0;15284064.83;;;10.6;6426052.25;118000823.83;14243472.79
73185;2921005;167;988011000.0;16442878.94;;;11.7;;53174458.97;12019989.69
82180;2921005;179;1024685000.0;19360703.08;;;12.5;;67210650.63;16665495.63
88355;2921005;191;;20617125.87;;;14.6;;69109903.61;19629074.69
89498;2921005;203;;3980777.41;;46392.0;19.1;;74838423.61;20829788.43
4884;2927408;11;;92728740.95;0.654;2440260.0;;21806400.0;836508665.0;86360584.0
7291;2927408;23;;109153381.93;;;;19893164.57;947041105.0299999;88929819.58
12382;2927408;35;15777280000.0;135030914.25;;;;25390618.03;1075075235.76;92391748.11
17637;2927408;47;16800283000.0;140360352.0;;;;26656607.39;1180375451.12;103315505.11
22391;2927408;59;19821523000.0;154734186.28;;;;30068299.67;1346325124.0;111780023.2
32595;2927408;71;21974015000.0;177036079.18;;;;36368203.0;1503422768.09;115000164.3
33824;2927408;83;24205200000.0;194309946.11;;;;47519059.04;1877840203.0;124486709.3
40283;2927408;95;28063726000.0;226599850.44;;;;67280341.99;2282782081.0;141519111.8
48895;2927408;107;31622990000.0;315118374.75;;;;86696342.34;2584543835.0;148554616.6
52240;2927408;119;36689947000.0;293932734.22;;;;101068461.99;2719017266.02;175459583.97
55751;2927408;131;40762687000.0;321961810.37;0.759;2675656.0;;126121359.28;3058053436.5;198929617.35
65040;2927408;143;44316152000.0;445028253.08;;;;171982626.86;3665548424.92;244661422.03
96725;2927408;146;;;;;9.9;;;
96726;2927408;149;;;;;10.3;;;
96727;2927408;152;;;;;9.5;;;
68753;2927408;155;47940350000.0;414051769.95;;;10.6;158680659.71;3844668464.78;265841750.63
96728;2927408;158;;;;;13.1;;;
96729;2927408;161;;;;;12.1;;;
96730;2927408;164;;;;;11.0;;;
73427;2927408;167;53471659000.0;443493982.49;;;11.7;;1625850141.0;285735408.8
96731;2927408;170;;;;;14.1;;;
96732;2927408;173;;;;;12.8;;;
96733;2927408;176;;;;;12.7;;;
82027;2927408;179;56624041000.0;490589255.83;;;12.5;;2007249693.0;474711421.4
96734;2927408;182;;;;;12.2;;;
96735;2927408;185;;;;;14.2;;;
96736;2927408;188;;;;;16.1;;;
88095;2927408;191;;577694079.85;;;14.6;;1926636517.0;472474538.3
96737;2927408;194;;;;;17.4;;;
96738;2927408;197;;;;;17.6;;;
96739;2927408;200;;;;;17.0;;;
89638;2927408;203;;112130531.98;;2938092.0;19.1;;2041946154.0;531569373.7
96740;2927408;206;;;;;15.3;;;
4985;2929206;11;;2773274.88;0.518;26282.0;;11760.0;55533696.91;725746.26
7257;2929206;23;;3195984.7;;;;14004.62;85642486.22;722202.91
12305;2929206;35;1529532000.0;3986722.33;;;;39239.38;106726580.95;724827.73
17616;2929206;47;2494379000.0;4204793.96;;;;25020.2;137255255.13;803696.07
22460;2929206;59;2247034000.0;4693990.39;;;;5080.0;181311398.8;669089.13
32554;2929206;71;2809193000.0;5926606.7;;;;;;
33719;2929206;83;2500165000.0;6588584.34;;;;7072.78;210417715.1;554670.05
40377;2929206;95;3268830000.0;8709870.61;;;;305161.76;252990982.3;434278.42
49016;2929206;107;2944965000.0;9260022.75;;;;17148.0;334451233.8;503228.41
52364;2929206;119;5263313000.0;9885058.86;;;;38532.86;349574012.85;678071.36
55934;2929206;131;5323914000.0;10612829.45;0.674;33183.0;;15786.9;426863428.01;851372.95
64924;2929206;143;2490975000.0;13177015.56;;;;245894.05;433685624.27;2057251.32
68741;2929206;155;1067470000.0;13585835.49;;;10.6;67917.81;453195367.35;2230971.69
73328;2929206;167;1282181000.0;14615892.46;;;11.7;;65142306.39;2411883.51
82043;2929206;179;2845521000.0;15488562.6;;;12.5;;62639641.9;2550912.88
88179;2929206;191;;18555413.31;;;14.6;;51174538.15;4855040.78
89626;2929206;203;;3582699.69;;39790.0;19.1;;47365136.32;5636754.36
4932;2929503;11;;3551936.14;0.508;39960.0;;42061.55;14580916.08;40405.02
7253;2929503;23;;4147833.25;;;;50368.54;17127080.04;43130.16
12210;2929503;35;166599000.0;5140718.2;;;;60866.54;20379826.31;56020.49
17541;2929503;47;200905000.0;5284722.11;;;;41930.83;25570156.08;128808.02
22455;2929503;59;258028000.0;5756081.62;;;;69300.08;30527477.32;297441.23
32497;2929503;71;315837000.0;7087326.49;;;;21867.41;39019286.25;79453.84
33717;2929503;83;380494000.0;7722935.74;;;;65253.82;42126026.89;268288.74
40334;2929503;95;412713000.0;8747437.02;;;;53287.68;48676578.74;266518.8
49009;2929503;107;453090000.0;11905743.39;;;;114044.39;56744189.82;303075.7
52402;2929503;119;388770000.0;11120691.19;;;;78816.08;57101900.75;333308.52
55639;2929503;131;487337000.0;11939433.03;0.657;42153.0;;279627.95;61853558.96;349084.18
64957;2929503;143;636906000.0;14824142.48;;;;259915.51;71965464.91;371490.86
68468;2929503;155;769916000.0;15284064.83;;;10.6;106530.72;76639366.82;397413.58
73307;2929503;167;830624000.0;16442878.94;;;11.7;;11782058.39;472583.7
82003;2929503;179;707555000.0;19360703.08;;;12.5;;14625885.81;560178.29
88298;2929503;191;;20617125.87;;;14.6;;14278663.07;402697.2
89715;2929503;203;;3980777.41;;45660.0;19.1;;;
4976;2930709;11;;5031909.45;0.545;94066.0;;53331.18;47470516.15;953980.2
7255;2930709;23;;6615352.51;;;;13731.0;55475455.0;977435.0
12132;2930709;35;1089634000.0;8540090.48;;;;17555.18;69460484.43;1619127.43
17581;2930709;47;1176033000.0;9009313.81;;;;94164.78;78390663.05;1453099.89
22425;2930709;59;1582782000.0;10058550.34;;;;248536.86;90511954.03;1925106.96
32389;2930709;71;1840378000.0;13539059.11;;;;296108.59;105512392.05;2094928.26
33887;2930709;83;2069006000.0;15057022.12;;;;163340.64;110257615.6;2243830.55
40362;2930709;95;2253702000.0;17420464.63;;;;272001.82;127560960.1;2388823.06
48660;2930709;107;2879768000.0;21165765.71;;;;674979.78;169422009.14;2559671.76
52394;2930709;119;3191178000.0;19770117.39;;;;377741.21;164750211.42;3735908.06
55932;2930709;131;3254039000.0;22552262.11;0.675;118047.0;;599524.69;195400840.93;4105248.3
65003;2930709;143;3404936000.0;28001157.77;;;;725759.54;231919712.09;2896875.5
68829;2930709;155;3484652000.0;28869899.93;;;10.6;654466.16;255134436.18;4535454.81
73361;2930709;167;3960366000.0;31058771.2;;;11.7;;42837881.87;4859733.92
81951;2930709;179;4403676000.0;34849265.32;;;12.5;;52928286.65;4472982.03
88116;2930709;191;;37110826.35;;;14.6;;52298177.28;5586603.76
89464;2930709;203;;7165399.32;;134674.0;19.1;;49490714.29;6669733.55
112;3106200;11;;56117808.86;0.726;2237700.0;;43520625.44;1484212022.93;169498073.28
8181;3106200;23;;66477210.06;;;;51887979.94;1664798958.56;203350236.83
11305;3106200;35;23440938000.0;80956749.41;;;;60451216.96;1864598657.03;227065000.08
19422;3106200;47;25593575000.0;82961681.29;;;;58315687.72;2120412475.05;246418576.42
24178;3106200;59;29458276000.0;103156124.37;;;;63172421.31;2592794393.0;282324748.5
29266;3106200;71;32107017000.0;132589032.64;;;;70741872.81;2903279106.61;312802333.83
36475;3106200;83;36672770000.0;145662535.84;;;;85448151.46;3049298562.0;343976222.9
43641;3106200;95;42836467000.0;169949887.9;;;;112520477.1;3463023772.0;371345584.6
45744;3106200;107;47265507000.0;210078916.65;;;;137919450.3;4179716757.0;399305622.2
51360;3106200;119;53487339000.0;195955156.24;;;;154276652.63;4444966017.36;431775950.5
58773;3106200;131;59203074000.0;214641207.01;0.81;2375151.0;;209659870.98;5135676497.17;527947854.05
63742;3106200;143;66315192000.0;267016951.99;;;;262821124.56;5987627938.83;631701833.23
96741;3106200;146;;;;;6.9;;;
96742;3106200;149;;;;;6.6;;;
96743;3106200;152;;;;;6.8;;;
68935;3106200;155;74670322000.0;276034513.35;;;6.6;309005189.22;6564546078.07;696223225.4099998
96744;3106200;158;;;;;6.3;;;
96745;3106200;161;;;;;6.0;;;
96746;3106200;164;;;;;5.8;;;
72308;3106200;167;82227464000.0;295662655.12;;;6.4;;2427622705.0;754025911.9
96747;3106200;170;;;;;6.5;;;
96748;3106200;173;;;;;6.4;;;
96749;3106200;176;;;;;6.6;;;
81506;3106200;179;87656760000.0;327059504.01;;;6.6;;2822161069.0;816190233.9
96750;3106200;182;;;;;8.9;;;
96751;3106200;185;;;;;8.3;;;
96752;3106200;188;;;;;9.5;;;
87046;3106200;191;;346616447.99;;;10.2;;2998531142.0;890647488.2
96753;3106200;194;;;;;13.0;;;
96754;3106200;197;;;;;12.0;;;
96755;3106200;200;;;;;11.5;;;
92824;3106200;203;;406325814.14;;2513451.0;13.6;;3161795280.0;1009455072.0
96756;3106200;206;;;;;14.5;;;
94690;3106200;215;;149536628.02;;;;;;
463;3106705;11;;11077834.08;0.612;306630.0;;1037981.15;270274965.62;7011872.38
7675;3106705;23;;12844788.84;;;;1359115.0;311964690.0;5751979.0
11263;3106705;35;6795559000.0;15899763.98;;;;1161354.0;365318797.0;6283440.0
19428;3106705;47;8789314000.0;16519073.97;;;;1115228.0;430512604.0;6877942.0
24285;3106705;59;9495435000.0;18784570.16;;;;1504082.01;501667846.1;8574182.64
29172;3106705;71;11342873000.0;23461539.39;;;;1603678.7;572158724.93;10499714.12
36024;3106705;83;13826288000.0;26122012.86;;;;2106711.36;679457452.0;12878763.61
43595;3106705;95;17199481000.0;29563034.05;;;;3329496.28;753083393.8;13542511.01
45747;3106705;107;19881046000.0;36724098.35;;;;5001408.66;951966829.2;15854129.37
51312;3106705;119;20647838000.0;34039555.92;;;;4635637.11;983128343.05;17243603.65
58900;3106705;131;23384913000.0;36423582.27;0.7490000000000001;378089.0;;7312665.63;1157767722.44;19810859.63
63741;3106705;143;21835766000.0;44371335.51;;;;8956516.93;1261454572.56;22467669.61
69597;3106705;155;21652010000.0;45639359.58;;;6.6;10666701.39;1393369515.18;26471685.3
72323;3106705;167;22006690000.0;48923236.1;;;6.4;;179797278.6;29094814.86
81504;3106705;179;22024036000.0;52428670.01;;;6.6;;196658370.2;34815209.68
86883;3106705;191;;55366386.28;;;10.2;;190825764.1;34941804.16
92958;3106705;203;;64501232.22;;422354.0;13.6;;179704044.5;36985351.93
94658;3106705;215;;23412789.34;;;;;;
683;3109006;11;;2691044.49;0.627;26614.0;;301498.2;14103144.77;489572.94
8320;3109006;23;;3130187.21;;;;135027.46;18649724.6;436515.97
11319;3109006;35;218237000.0;3862457.65;;;;349769.45;22447497.11;571636.06
19185;3109006;47;327506000.0;4039620.62;;;;431613.87;28258961.67;620208.04
24295;3109006;59;371461000.0;4479178.92;;;;414850.26;36176658.12;637722.74
29273;3109006;71;521743000.0;5598995.85;;;;616901.65;48439958.82;680597.46
36211;3109006;83;512422000.0;7098060.43;;;;731230.89;61693502.67;712485.93
44017;3109006;95;532356000.0;8200034.56;;;;1059725.77;67532765.8;713516.53
45467;3109006;107;762689000.0;10110163.23;;;;1469879.85;89353424.86;786885.29
51665;3109006;119;652869000.0;9498326.96;;;;1527688.99;79891110.65;798973.62
59331;3109006;131;1335180000.0;10204564.74;0.747;33973.0;;1729695.72;110335841.4;4324820.5
63162;3109006;143;2194472000.0;12541256.15;;;;2218453.65;133371803.48;4514487.84
69665;3109006;155;2401988000.0;12921515.07;;;6.6;2736063.76;161475300.74;3518222.21
72336;3109006;167;2966643000.0;13879863.89;;;6.4;;27154209.04;3865356.35
81646;3109006;179;2958776000.0;14969826.55;;;6.6;;31550930.48;2623554.9
86839;3109006;191;;15917651.53;;;10.2;;18368760.35;2758449.18
92342;3109006;203;;20881571.07;;38373.0;13.6;;24426211.26;2917154.42
95402;3109006;215;;7569904.8;;;;;;
442;3110004;11;;3177278.19;0.6609999999999999;36294.0;;91958.31;8770941.52;397410.0
7605;3110004;23;;3728085.22;;;;101203.94;13623648.5;399501.73
11392;3110004;35;119271000.0;4586643.88;;;;102482.52;16067665.62;470063.0
18993;3110004;47;133973000.0;4709225.21;;;;112392.08;17403374.54;511987.66
24083;3110004;59;160530000.0;5118904.9;;;;147414.8;19225886.83;502009.05
29178;3110004;71;177398000.0;7191944.91;;;;122245.94;23891987.07;545252.83
36131;3110004;83;192384000.0;7986292.8;;;;129127.66;28728535.28;611524.6
43792;3110004;95;227004000.0;9225038.92;;;;182098.49;31822484.14;721790.12
45597;3110004;107;254035000.0;11373933.56;;;;220728.71;38061624.04;661083.14
51181;3110004;119;262000000.0;10685617.83;;;;683379.98;39742879.13;906010.63
59236;3110004;131;317354000.0;11480135.26;0.728;40750.0;;876309.35;44701726.46;935676.52
63159;3110004;143;423162000.0;14108913.19;;;;429361.51;53057495.09;1190535.18
69486;3110004;155;486672000.0;14536704.43;;;6.6;437242.36;57337635.76;1123124.92
72380;3110004;167;530175000.0;15614846.85;;;6.4;;6286442.71;1240466.6
81633;3110004;179;595494000.0;16841054.88;;;6.6;;7470879.23;1322943.21
86880;3110004;191;;17907357.92;;;10.2;;8833063.97;1396527.36
93038;3110004;203;;20881571.07;;44066.0;13.6;;9685441.68;1551677.51
94641;3110004;215;;7569904.8;;;;;;
452;3112505;11;;1153305.11;0.588;7900.0;;5692.75;2170671.63;42673.73
8272;3112505;23;;1341509.09;;;;19795.94;2935581.85;31089.27
11373;3112505;35;21609000.0;1655339.23;;;;34172.59;3489281.49;65419.75
19335;3112505;47;28240000.0;1731266.39;;;;38079.05;3717779.54;59878.93
24446;3112505;59;26628000.0;1919648.45;;;;33016.12;4169621.83;56156.18
29185;3112505;71;25997000.0;2399569.9;;;;27315.27;5449501.46;59214.55
36385;3112505;83;30956000.0;2662869.81;;;;118345.52;6169610.88;69828.81
44003;3112505;95;33516000.0;3075013.42;;;;53801.85;7012086.66;87194.42
46304;3112505;107;37139000.0;3791311.49;;;;81055.41;9133887.43;88284.07
51149;3112505;119;37156000.0;3561872.88;;;;103256.03;9574151.16;104905.84
58526;3112505;131;62322000.0;3826711.99;0.695;8881.0;;98808.16;10530443.86;152092.16
63241;3112505;143;67159000.0;4702971.28;;;;168423.88;12302016.4;177970.8
69527;3112505;155;71658000.0;4845568.39;;;6.6;194397.49;13958319.24;215079.9
72389;3112505;167;86107000.0;5204949.18;;;6.4;;1017057.5;184854.06
81359;3112505;179;76505000.0;5613685.14;;;6.6;;781628.62;165309.92
87259;3112505;191;;5969119.52;;;10.2;;1665913.32;248109.18
92419;3112505;203;;6960523.89;;9609.0;13.6;;1205986.3;330675.53
95399;3112505;215;;2523301.65;;;;;;
709;3115904;11;;1153305.11;0.561;2370.0;;14616.74;1981759.9;12315.96
7738;3115904;23;;1341509.09;;;;7709.74;2328065.97;14700.29
11860;3115904;35;7770000.0;1655339.23;;;;8408.91;2769616.84;17246.86
19358;3115904;47;8308000.0;1731266.39;;;;10132.03;3117253.68;18335.15
23877;3115904;59;8676000.0;1919648.45;;;;12658.0;3747759.31;21865.63
29350;3115904;71;9335000.0;2399569.9;;;;18784.33;4269950.1;23738.83
36429;3115904;83;10932000.0;2662869.81;;;;6331.91;4845027.85;25272.2
44031;3115904;95;11857000.0;3075013.42;;;;9866.55;5685646.29;25214.58
46063;3115904;107;21985000.0;3791311.49;;;;18261.69;7296781.23;27240.49
50954;3115904;119;17640000.0;3561872.88;;;;15459.14;7068595.95;29595.71
58782;3115904;131;23414000.0;3826711.99;0.664;2792.0;;20576.61;7642631.13;31603.47
63892;3115904;143;22328000.0;4702971.28;;;;34535.88;9372843.98;31550.98
69655;3115904;155;26979000.0;4845568.39;;;6.6;21648.48;9740787.9;34303.8
72344;3115904;167;32499000.0;5204949.18;;;6.4;;239735.36;46928.93
81321;3115904;179;31252000.0;5613685.14;;;6.6;;262789.7;47836.11
86607;3115904;191;;5969119.52;;;10.2;;233086.64;48617.67
93061;3115904;203;;6960523.89;;3072.0;13.6;;270226.56;53289.83
95030;3115904;215;;2523301.65;;;;;;
764;3117876;11;;1153305.11;0.634;4880.0;;9497.59;4812562.66;49604.13
7722;3117876;23;;1341509.09;;;;16728.76;4529443.21;45655.33
11788;3117876;35;62027000.0;1655339.23;;;;19992.31;5215780.19;42851.21
19187;3117876;47;57836000.0;1731266.39;;;;20637.54;5548821.77;64548.68
24612;3117876;59;63533000.0;1919648.45;;;;25015.55;6648239.5;62956.69
28725;3117876;71;269384000.0;2399569.9;;;;34539.56;6682393.49;78363.96
36246;3117876;83;268892000.0;2662869.81;;;;22148.81;7276257.5;66287.42
43933;3117876;95;248964000.0;3075013.42;;;;31048.83;8716659.86;97607.65
46265;3117876;107;328331000.0;3791311.49;;;;27130.19;12129786.44;141209.07
50945;3117876;119;354657000.0;3561872.88;;;;31308.79;14288696.17;143014.8
58536;3117876;131;581145000.0;3826711.99;0.747;5936.0;;81939.39;16797344.21;148083.04
63952;3117876;143;638479000.0;4702971.28;;;;163478.77;17849184.13;203112.26
68886;3117876;155;728942000.0;4845568.39;;;6.6;124965.04;20608664.8;180508.98
72448;3117876;167;954185000.0;5204949.18;;;6.4;;8600832.65;199046.71
81403;3117876;179;838911000.0;5613685.14;;;6.6;;10328949.21;214110.21
86633;3117876;191;;5969119.52;;;10.2;;11352207.94;183534.28
92630;3117876;203;;6960523.89;;6545.0;13.6;;;
95029;3117876;215;;2523301.65;;;;;;
357;3118601;11;;11077834.08;0.6509999999999999;537030.0;;2815100.45;311809970.48;16236050.0
7877;3118601;23;;12844785.86;;;;3369631.0;316869168.0;10505546.0
11660;3118601;35;6266108000.0;15899769.54;;;;4893188.41;333149970.27;13139617.62
19133;3118601;47;7571550000.0;16519084.17;;;;5071938.09;375984567.19;13750644.7
23879;3118601;59;8454914000.0;18784578.08;;;;4983037.0;420186196.0;13252547.0
