cod;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014
3145877;13814;16298;17964;20291;23942;23839;29542;26788;33491;47676;43130;49471;56998
3145901;1120813;1330861;1913577;2002970;2064200;2307370;3709822;1911990;2047668;2506615;2845778;2941250;3113040
3146008;161869;170223;223063;249569;271668;230668;283734;320497;398544;474671;486531;501749;513267
3146107;708087;917541;1213418;1561572;1480323;1532273;2737025;1658675;3713842;5485160;5678231;6723758;5830894
3146206;12676;14116;16574;16231;17551;21053;24815;25819;27354;28805;31594;35899;40560
3146255;9286;10563;10736;12117;14074;15087;17544;21321;28616;35019;249699;50209;37755
3146305;30230;33921;37971;42895;53341;55821;63615;88813;94996;88197;116706;110691;133976
3146404;16827;20079;22059;24857;25711;29734;38846;32934;37241;39380;46029;54195;51612
3146503;49898;59725;64510;85058;106828;102973;126919;118934;162196;239747;243288;282250;283160
3146552;9556;10446;12274;14596;15197;18520;22207;23800;25569;27904;30694;33103;36388
3146602;5518;6365;6891;7231;8243;9401;11054;11600;11880;12466;14417;15904;17117
3146701;16763;19498;21987;24166;27163;27664;29479;33885;38381;42183;46626;55213;58179
3146750;12977;14946;15977;18009;20004;19297;22661;22192;25199;28058;32150;36819;38182
3146909;53127;66535;88370;81365;120076;145784;148041;150262;160379;171212;179457;196797;211930
3147006;504238;609958;705510;759391;740309;865158;1038906;1141207;1701105;2126292;2677772;2913028;2859549
3147105;473609;566806;746439;776119;927657;990949;1140664;1316855;1577111;1724288;1933559;2175491;2356785
3147204;99520;107469;138035;121789;160386;149866;180990;188867;266339;310548;325438;344760;369843
3147303;176996;183704;282786;300045;216319;225865;257715;243973;309859;306593;294382;356837;351224
3147402;83144;104575;126862;145363;166305;189552;186568;227538;289500;313156;365465;408471;434266
3147501;4886;5222;5425;6033;6978;8070;8870;9933;10529;11985;13443;15608;18212
3147600;75553;86525;94713;104764;115091;136105;141574;148187;214362;232789;242763;273355;286994
3147709;29794;37923;51637;56005;59661;73044;98962;81476;94413;116938;131757;150558;137718
3147808;7440;7888;7722;8607;9017;10651;11435;12669;13602;15126;18672;27050;30060
3147907;527372;604533;733972;813237;882779;932583;1033950;1174040;1408579;1631144;1796300;1953703;2104434
3147956;12327;14951;11343;13659;15971;18603;21100;22880;24213;27626;29815;33468;36187
3148004;731658;863434;1043779;1126453;1240373;1364968;1538473;1720005;1996955;2341902;2655514;3130926;3518377
3148103;447309;518956;634596;690337;805710;799726;988151;1113968;1282275;1580783;1751532;1793248;2202507
3148202;15861;18267;21112;23804;26644;26305;35343;29667;40175;50165;55022;79113;80369
3148301;21089;24233;26617;31291;34716;39354;41399;45914;47334;66038;64389;74335;77812
3148400;9467;10675;11506;13587;14475;17432;30940;22423;24757;27388;29855;34293;37070
3148509;19544;19010;19979;22482;25349;33034;37069;38917;42179;47328;52248;63536;66038
3148608;43731;63856;57873;60315;92980;67435;82707;91572;101352;115410;121172;164844;146731
3148707;59256;70418;87670;94051;87265;91740;105378;119420;136505;165728;189679;207572;232444
3148756;14982;15294;18113;26240;25326;23704;28236;32696;39328;62341;50622;47965;56963
3148806;8287;9365;9558;11296;12962;14688;17016;16242;15844;20410;24787;28093;28896
3148905;17593;23964;26674;28092;35945;40143;51048;43355;53968;54705;62485;51284;78833
3149002;5771;6976;8084;9441;10701;10932;12663;13519;19493;22999;23308;24254;27363
3149101;37512;41730;45924;53451;56824;57922;67044;67829;76794;102126;108170;103404;122575
3149150;18239;18939;22267;24296;27396;36572;45008;41198;40952;47440;52402;62888;67617
3149200;23781;33047;38478;39646;37353;44801;55810;53553;54035;64895;73710;80620;79640
3149309;500984;589401;604189;572737;634282;696435;915128;957443;1134938;1373609;1480295;1599991;1585874
3149408;5537;6527;6636;7317;8563;9676;10649;11448;11927;13483;15099;18792;20341
3149507;9136;10493;11693;14691;18827;21463;20866;22202;24089;29527;33027;33445;37107
3149606;13527;16566;19120;22175;22565;26835;27674;33260;30898;35980;38344;50535;54391
3149705;25627;31195;26914;35800;47503;42248;53607;66158;75570;83881;100383;118672;133648
3149804;123105;159007;208333;206218;183697;231142;306666;313687;324858;511608;514115;526157;488055
3149903;94321;109652;145867;172948;179774;177269;202890;231741;275999;334597;316655;343789;367749
3149952;17040;31552;21585;27552;52732;40400;66981;47915;47412;48932;62732;73237;75100
3150000;10496;11812;12864;15424;17159;19817;24214;20982;24065;26858;27991;32710;35277
3150109;17849;17075;21121;20961;24319;27050;30969;28904;28535;36992;33463;40168;44250
3150158;14065;14190;17980;22851;24019;27525;29654;34456;44216;50179;55121;56840;70376
3150208;13845;16231;17498;18490;20781;22206;25773;28883;25945;36753;38386;40327;42176
3150307;21549;26540;40472;50028;61398;77296;86310;104737;114650;131605;102619;129242;75399
3150406;10850;11692;14675;16275;18475;19162;22756;24617;27072;32427;36687;42747;44608
3150505;34058;37297;45149;49147;56054;64420;64572;72324;83991;103466;108456;137018;146689
3150539;8016;9367;10448;11715;14151;14501;20161;19696;24886;25220;34065;31755;34032
3150570;11230;13001;14544;17553;20090;22101;26712;29217;32125;35445;37396;43894;48678
3150604;20450;27521;28362;31888;35196;36093;40686;43482;50031;59355;63488;82586;87157
3150703;43593;57613;63860;59757;86205;93055;100396;133663;129898;199629;166908;199687;198726
3150802;33247;39362;40607;43553;49285;57873;63331;68440;79011;89217;99530;118233;124035
3150901;15780;17025;19051;19972;21732;23176;27028;29615;32940;37639;38036;42953;45059
3151008;21074;23622;28659;33492;35079;37869;41976;44241;48860;58528;65324;74215;86379
3151107;87875;104247;119030;130590;144307;211060;196906;186008;359658;349877;320833;361845;435326
3151206;449640;575435;669381;709593;737753;863984;1003366;831284;1151269;1380483;1373075;1380860;1604565
3151305;31765;36706;39851;44391;48938;53468;55174;61267;73163;82654;95541;113335;130348
3151404;107131;125924;177574;191696;200398;213491;217353;203127;251391;290120;304802;363802;402006
3151503;153427;172465;222274;256623;292039;316884;309929;395805;479655;659327;645235;511642;670121
3151602;185774;237383;281151;287580;326077;310433;354865;318803;306878;388353;345736;276900;283902
3151701;58920;58080;90557;77896;87475;88436;105049;110645;149885;203985;179610;172042;197734
3151800;1839481;2049258;2449849;2581771;2796332;2861525;3079612;3060737;3742081;4252127;4838325;5850232;6492840
3151909;19962;22000;24421;27040;30930;33025;34848;41309;44354;49493;55319;62659;70149
3152006;120210;144730;167377;195006;229847;269096;322129;330388;350723;416358;430315;504746;562650
3152105;302680;345575;421235;438040;499885;557405;622965;677592;781596;1016376;1072632;1133587;1303167
3152131;8255;9723;11196;13273;15505;17212;21132;20776;22262;24491;26258;30107;34374
3152170;18213;21224;24800;29163;35806;43848;39677;39545;56680;59351;62827;80040;83254
3152204;75470;85514;97288;111316;116014;122774;142375;148674;171000;195206;220874;249611;272927
3152303;17818;20060;24316;27011;29280;33418;40443;43909;56234;65931;66780;73293;77408
3152402;28644;34727;36733;41485;45395;52770;58721;67288;76264;85398;97540;108954;120803
3152501;928832;1044630;1423382;1453632;1807497;2164461;2296816;2637745;3123047;3588826;4194971;5141836;5930552
3152600;28075;32625;38364;42975;49951;55672;59010;65818;70542;97802;106932;119083;110912
3152709;20284;25190;30166;33669;35361;38653;47936;49375;61829;80156;90761;126015;115662
3152808;145882;192014;256913;277033;292518;356423;384859;455824;541173;621333;672546;748056;814791
3152907;32379;42094;49056;47592;50305;96681;88704;87263;103949;119559;119441;118839;141984
3153004;19114;20464;24944;25486;29369;29306;39493;43078;45658;58803;55792;56665;68089
3153103;11957;13573;14003;16152;17777;20846;20963;22131;23330;27845;30187;33495;35778
3153202;11036;13649;16854;16641;16022;19381;22292;24899;25302;30649;31608;46882;45977
3153301;6543;7067;7074;8498;9628;11021;12718;13674;14530;16055;20673;20284;22439
3153400;90655;116510;134793;141139;140715;161213;180162;191178;224163;296072;321374;342260;344626
3153509;19015;21752;32056;32894;40898;38123;38711;58410;83175;129534;69226;62822;85833
3153608;57158;66538;81852;62521;44262;62146;92820;53311;69360;85336;96042;126424;139664
3153707;11623;15338;17823;19602;21449;24548;27227;25838;32295;33996;37827;40372;41425
3153806;7380;8239;8306;8351;9462;11253;13522;12368;15313;15922;17817;19569;21984
3153905;29386;30929;35473;38664;40772;52461;51442;57710;65423;77194;97936;127925;138749
3154002;81231;82512;91572;99256;112540;115429;131287;135387;152035;191153;200349;213818;239065
3154101;23674;27905;31784;38053;43103;43455;50168;54169;55993;60099;69334;74170;82512
3154150;28211;29718;37416;35868;42561;37428;36056;36519;47484;71064;59998;60684;70050
3154200;30033;34485;39619;44875;50510;51809;60383;61983;70659;82908;93515;105181;115169
3154309;64516;72690;83677;98480;113507;118290;137876;157662;168439;189802;205947;216962;231904
3154408;26941;32783;42333;44313;24552;26847;64769;73286;83971;101989;114011;134570;135637
3154457;19613;25210;26108;30711;33592;36695;42081;43866;48241;53993;62586;81149;79424
3154507;17203;20088;19808;23907;22369;38198;41810;43279;33830;39791;65804;75526;170538
3154606;522052;589344;636399;719274;890475;1010389;1297868;1541400;1733699;2015822;2512687;2874956;3293815
3154705;13694;18144;23211;30419;34125;32921;46925;52150;53483;59916;72766;85557;95981
3154804;74956;89738;121806;128910;136212;152182;162615;148468;162996;194578;185452;203680;194159
3154903;66330;75726;87957;98323;96253;108168;116359;108215;134045;129994;150544;158304;154608
3155009;7892;9183;8857;10762;11373;14696;16311;17931;16434;17493;21295;25597;25092
3155108;11701;12868;13516;14987;16467;17463;21927;24136;25886;26121;28403;31388;32436
3155207;11032;12989;13208;14896;16391;19496;24744;24664;24182;28080;27444;36403;36992
3155306;15047;16721;18599;20650;21468;23708;26624;37609;44727;50560;57243;61025;64802
3155405;32166;31707;33181;34989;39201;43805;47101;50976;57446;63914;74687;84347;90141
3155504;86544;140863;170448;162000;198473;171242;222657;237715;278908;347688;374810;370730;423690
3155603;49846;60982;64873;74688;89116;98951;115860;125202;143132;169616;185740;215317;235450
3155702;54689;67197;93643;115804;126626;111213;183238;147519;432580;597615;534562;628425;584290
3155801;54314;67041;78542;89517;101735;94896;112636;130386;142003;167885;191352;218448;247877
3155900;15827;17023;19097;22506;24282;28167;29000;30330;34731;36064;40455;49249;50856
3156007;25984;29577;32375;38208;42802;46976;52980;56750;60399;63213;75161;87089;92750
3156106;12612;13906;15049;17380;19273;21357;24098;25081;30439;34165;39063;43670;47681
3156205;7149;8023;9162;9486;9392;9638;10731;11242;13591;14905;17232;22374;22961
3156304;28716;32507;41344;58454;78639;90253;95113;107431;248519;258299;285451;296742;359485
3156403;90368;47546;60678;55559;60440;60663;83613;75605;83562;125643;180656;236077;230110
3156452;9061;10643;12688;14683;17180;16896;22253;20978;27969;30114;31066;33805;39121
3156502;15742;17164;19519;22739;24550;25473;26872;28542;31291;37159;39869;40684;46322
3156601;21293;23712;26299;28825;32423;35438;40384;42880;46335;52255;58726;65467;70875
3156700;477749;559414;709956;710447;782540;801059;1131060;1019831;1356782;1561326;1750508;2013475;2132399
3156809;46836;43165;60645;58867;69295;63814;75134;81408;95948;98509;117609;133659;142310
3156908;169016;212236;256505;264704;309269;402274;481053;481662;567954;664984;721028;770966;790023
3157005;113596;123451;138877;164664;182864;197336;220802;254644;299272;330537;395011;444318;470624
3157104;19454;21196;24824;25273;25973;30623;37081;38976;45935;56391;65287;76462;82060
3157203;118444;145305;195411;190681;248300;206942;219642;218529;253836;404001;646906;703356;716525
3157252;18723;19009;22730;27745;30169;30151;40592;36276;37369;50366;53774;58070;70557
3157278;9078;12053;9635;10972;12521;16100;18726;20127;21721;24063;25393;34669;38745
3157302;11801;12899;14071;15832;17585;20782;22850;25738;28318;32637;36629;46555;42553
3157336;17193;19123;20168;20833;24469;27020;30136;34861;43275;45133;54719;69723;69496
3157377;8474;10269;11814;10036;15211;16074;20719;22300;22490;23942;27255;30975;33745
3157401;13751;16301;15727;17920;20552;23055;23925;28612;29205;32749;36088;40366;41880
3157500;8907;11078;11557;13596;16386;18339;16451;17434;27492;23729;25469;29082;31512
3157609;7584;8946;11833;13493;14323;16911;19690;20740;22378;25359;27251;29859;33200
3157658;9538;10382;11374;13268;15417;17592;20236;21619;23218;25586;28297;32444;36375
3157708;75470;98509;102241;139485;124333;153730;212292;230579;253145;426645;393695;441227;730873
3157807;776038;898863;1143990;1194885;1307269;1518041;1738574;1812949;2230852;2427099;2655170;3160573;3245049
3157906;55811;63500;84457;91777;119819;114380;124453;122363;154801;242675;204540;168456;211718
3158003;39416;42384;40297;47436;52892;55667;63298;73497;101230;93194;112094;135951;148111
3158102;11713;12814;13310;15263;16385;17929;22780;22379;23419;26380;28402;32943;34716
3158201;31482;34340;36400;43280;47641;51377;56420;63513;69730;82608;90885;104503;111722
3158300;38380;32907;52714;46836;78689;51757;74366;67872;89511;152467;152192;120529;121918
3158409;9198;10999;11709;12253;13012;14527;16418;16821;20581;23679;28090;38190;41773
3158508;22672;25880;28487;32658;33860;36293;46314;47186;58128;62315;62684;73050;82282
3158607;16928;17973;18455;16235;15000;16040;18216;19020;20387;28741;36443;30583;35611
3158706;6074;6755;7650;8570;9116;10440;12730;13256;14407;15662;17632;22608;23799
3158805;14681;17588;20570;22912;25170;27261;30806;34739;38551;44177;47122;51029;54732
3158904;20103;22762;26233;27595;32822;40083;42620;42347;50123;66614;73045;63513;76460
3158953;81660;93448;121545;148816;134098;156049;181342;212998;276056;321774;379790;466847;451022
3159001;9021;10663;14327;14789;16370;20869;22886;27508;29998;33362;37983;41524;46746
3159100;8574;10108;10166;11441;13250;17055;18827;20320;21762;24082;23608;28558;30729
3159209;32831;37543;38802;45293;52611;55965;65855;70978;87781;101162;111122;136209;134311
3159308;18502;21311;27990;29116;26456;26529;42993;36959;35481;39863;39747;45918;47796
3159357;21283;22420;27603;32476;34326;47935;68010;53921;55387;57359;58259;60109;68601
3159407;10075;11191;12427;14037;15601;17330;20443;21534;23820;26649;28881;32935;36512
3159506;16772;20547;25822;27716;35559;32658;39279;53120;41115;75522;94729;71775;89506
3159605;337849;351772;552541;560004;656725;685833;702409;690185;936234;1032028;1118001;1266645;1360815
3159704;10798;14821;18621;22173;21851;20537;27709;27922;27790;35434;47101;39007;48352
3159803;97774;122069;136103;139248;143627;152408;190303;237229;315149;445762;461794;506637;502881
3159902;65884;69731;80539;89377;101415;99339;103350;118904;104624;152194;169766;178336;234282
3160009;11393;13135;14488;15645;16347;17652;20049;21018;27275;29896;31420;35368;36557
3160108;11957;13458;14600;16199;18069;19268;21329;23826;26092;33672;40104;43048;48011
3160207;8805;11572;10886;13010;13663;16406;17896;19435;19544;27331;25888;29520;28587
3160306;20226;22849;23490;31274;31955;34242;39789;43223;49007;55965;60588;66769;71449
3160405;109208;129386;145089;168668;182083;188937;204515;220104;261300;302759;380701;409117;430428
3160454;10121;11268;13501;15938;18470;20108;22843;23834;27261;31106;34845;39618;45535
3160504;4523;4744;5341;6368;7008;8404;9541;10521;12024;13337;16962;20155;21249
3160603;11739;15956;16929;17793;17169;17903;27766;21995;34308;35158;30171;34248;35864
3160702;272726;300304;355512;399176;422711;463357;492756;512486;515484;541427;581839;611489;688322
3160801;25489;16255;21259;20728;28258;26909;30649;27453;34908;39922;41920;48635;59184
3160900;14728;18191;25348;26631;31254;38322;40909;51517;41270;45507;50518;64107;75305
3160959;16987;20963;19436;22424;23806;24700;27349;28924;29449;43284;41281;42560;55445
3161007;48238;52547;61626;74344;82663;79055;96095;110676;121731;143474;163284;187060;197898
3161056;6761;8020;7766;9650;12067;13422;14804;25935;23860;20603;23531;31307;30055
3161106;89337;106703;116221;139329;160658;170792;197949;218114;249262;275295;313830;361880;394219
3161205;21052;25806;34095;36683;42920;41122;44915;48065;50536;67895;64666;64172;78124
